sensor,file_name,timestamp,range
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,10096.0,4016.3057
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,10396.5,4070.2422
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,10900.0,4610.889
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,11657.0,3426.8909
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,12981.5,7973.19
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,12992.0,3912.0076
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13386.5,4347.0977
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13430.0,9034.423
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13463.0,7226.7344
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13485.5,2553.6577
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13639.5,5959.2705
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13691.5,15349.624
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13699.0,12005.928
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,13705.0,9637.453
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,14227.0,10635.345
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,14233.0,9716.501
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,14285.5,4068.3264
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,14300.5,6596.0337
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,14306.0,10330.722
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,14315.0,2836.592
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,14787.5,1896.3949
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,15417.0,11210.027
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,15427.5,10557.117
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,15448.5,12146.428
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,15474.0,9102.745
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,15788.0,7462.2656
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16286.0,4443.6543
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16298.0,5651.834
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16332.0,10737.126
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16751.0,5725.6904
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16849.5,4270.8066
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16857.0,11205.7295
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16866.0,13074.2705
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,16879.5,11940.941
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,17326.5,6964.9243
