File1,Start1,CallStart1,File2,Start2,CallStart2,File3,Start3,CallStart3,File4,Start4,CallStart4,File5,Start5,CallStart5
/media/markgoldwater/Elements/cape_cod_bay/acoustics/6470/6470.220407001558.wav,37915,75.58,/media/markgoldwater/Elements/cape_cod_bay/acoustics/6468/6468.220407001314.wav,38056.4,74.94,/media/markgoldwater/Elements/cape_cod_bay/acoustics/6471/6471.220407001510.wav,37925.8933333333,74.83,/media/markgoldwater/Elements/cape_cod_bay/acoustics/6474/6474.220407001417.wav,38008.96,75.26,/media/markgoldwater/Elements/cape_cod_bay/acoustics/6476/6476.220407001153.wav,38144.1333333333,72.9
