file,start_t,end_t,fs
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522184403.wav,36196,36206,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,39902,39912,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220525062705.wav,5599,5609,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220524153622.wav,7003,7013,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220525161956.wav,673,683,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220524023218.wav,41308,41318,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220524042023.wav,23086,23096,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524180252.wav,35160,35170,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220523045107.wav,5278,5288,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220522070937.wav,22482,22492,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220524021627.wav,37618,37628,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220524143211.wav,17330,17340,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522042100.wav,5565,5575,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220523045107.wav,3921,3931,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220522043424.wav,21414,21424,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220522165124.wav,27922,27932,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220523141634.wav,9870,9880,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522021704.wav,15594,15604,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220524150518.wav,31452,31462,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220522000757.wav,17646,17656,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220523143227.wav,6793,6803,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521035635.wav,37262,37272,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220525155436.wav,2623,2633,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220523153635.wav,2478,2488,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522064418.wav,31090,31100,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220522035550.wav,23408,23418,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220524003126.wav,1319,1329,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220521134216.wav,8158,8168,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220522003201.wav,35598,35608,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220523150538.wav,7228,7238,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220523033645.wav,4533,4543,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521125307.wav,16200,16210,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220521000821.wav,12658,12668,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220525163253.wav,2612,2622,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220521023420.wav,39325,39335,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220524035458.wav,12132,12142,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220524070906.wav,35790,35800,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220522190926.wav,34783,34793,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220524023218.wav,38012,38022,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524005201.wav,24858,24868,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220522163405.wav,20977,20987,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525045026.wav,25454,25464,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220523000741.wav,42697,42707,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521005334.wav,28643,28653,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220521150639.wav,22191,22201,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220523003140.wav,32247,32257,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220521003227.wav,15073,15083,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220525014052.wav,10232,10242,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220525033617.wav,15326,15336,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220522030618.wav,18496,18506,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220524155449.wav,36133,36143,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220521042145.wav,9728,9738,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220523005221.wav,2275,2285,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220524155449.wav,25457,25467,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220522174722.wav,41807,41817,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,29890,29900,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522162049.wav,9614,9624,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220523070919.wav,16587,16597,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220521043458.wav,5305,5315,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525045026.wav,33432,33442,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220521163441.wav,41986,41996,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525045026.wav,34820,34830,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220525070854.wav,3554,3564,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220522143250.wav,28354,28364,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220521014302.wav,26752,26762,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220523162032.wav,34844,34854,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220521043458.wav,40241,40251,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521155608.wav,3012,3022,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220521051122.wav,885,895,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220523050949.wav,40705,40715,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220524153622.wav,12662,12672,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220521150639.wav,10410,10420,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220523043348.wav,10774,10784,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220523172921.wav,29865,29875,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220524163310.wav,25119,25129,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220524150518.wav,24419,24429,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220521033808.wav,26738,26748,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220523165055.wav,32633,32643,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521125307.wav,28383,28393,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220523060318.wav,40070,40080,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220525070854.wav,9675,9685,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220525062705.wav,25594,25604,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220521000821.wav,23368,23378,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220521045218.wav,10848,10858,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220523182736.wav,19303,19313,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220522134138.wav,37054,37064,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220521045218.wav,25251,25261,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220521134216.wav,36544,36554,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521035635.wav,12603,12613,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220525153612.wav,2003,2013,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522125235.wav,22705,22715,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522051013.wav,12071,12081,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522162049.wav,17309,17319,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220521182831.wav,35972,35982,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220523150538.wav,9248,9258,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522042100.wav,25693,25703,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521035635.wav,23471,23481,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220525043300.wav,3826,3836,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521125307.wav,8727,8737,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220523045107.wav,26252,26262,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220521064512.wav,14374,14384,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220524153622.wav,34767,34777,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220524190900.wav,30198,30208,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220523064350.wav,21119,21129,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524180252.wav,27922,27932,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220521042145.wav,3887,3897,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220522035550.wav,934,944,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220524143211.wav,32146,32156,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220523165055.wav,12921,12931,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220521180400.wav,18949,18959,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524060300.wav,8497,8507,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220521182831.wav,27954,27964,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220522030618.wav,34226,34236,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220523043348.wav,22361,22371,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220522000757.wav,39833,39843,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220523134117.wav,5078,5088,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220523150538.wav,36335,36345,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220521033808.wav,1243,1253,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220524150518.wav,13021,13031,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522051013.wav,29423,29433,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220523064350.wav,21395,21405,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,3971,3981,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220523052928.wav,11169,11179,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220524123119.wav,21616,21626,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220525052905.wav,23411,23421,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220521171031.wav,6155,6165,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220524021627.wav,10171,10181,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525165019.wav,2900,2910,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524060300.wav,18114,18124,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220522043424.wav,18926,18936,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522005248.wav,9112,9122,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220523182736.wav,24915,24925,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220522023304.wav,20504,20514,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522141652.wav,20075,20085,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220522143250.wav,18914,18924,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220523070919.wav,23314,23324,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220524003126.wav,3179,3189,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521035635.wav,11104,11114,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220520000919.wav,20097,20107,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220522123149.wav,21600,21610,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220522023304.wav,7681,7691,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220521021801.wav,37363,37373,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220525043300.wav,20424,20434,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220522172935.wav,13522,13532,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220522180327.wav,7123,7133,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220523023237.wav,5633,5643,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220523165055.wav,291,301,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220521051122.wav,3918,3928,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220525033617.wav,14731,14741,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220522003201.wav,359,369,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220524062724.wav,30596,30606,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220524054643.wav,6566,6576,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220523143227.wav,25106,25116,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220524165033.wav,28026,28036,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525165019.wav,1539,1549,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220523054708.wav,21699,21709,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220520120847.wav,35761,35771,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220521071012.wav,10848,10858,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220523155511.wav,37540,37550,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220522014152.wav,13065,13075,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220521171031.wav,27907,27917,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522141652.wav,35335,35345,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220521021801.wav,26774,26784,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220524190900.wav,20015,20025,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220523021642.wav,41666,41676,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220520120847.wav,15485,15495,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220524184321.wav,16460,16470,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220522172935.wav,903,913,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220525035443.wav,7641,7651,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522162049.wav,7669,7679,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220524070906.wav,34535,34545,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521155608.wav,25548,25558,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220523134117.wav,10577,10587,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220521051122.wav,41843,41853,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220523003140.wav,1127,1137,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220523042040.wav,8827,8837,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220524165033.wav,20479,20489,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220523052928.wav,6286,6296,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220524014109.wav,31165,31175,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220523064350.wav,1404,1414,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220523043348.wav,14979,14989,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522184403.wav,36146,36156,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220523180308.wav,12904,12914,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220522165124.wav,3727,3737,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,39398,39408,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220523045107.wav,41642,41652,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220521051122.wav,25982,25992,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220523014125.wav,38548,38558,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220521182831.wav,15890,15900,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220525155436.wav,641,651,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220521014302.wav,31301,31311,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521035635.wav,25938,25948,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220521134216.wav,27317,27327,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220521182831.wav,31590,31600,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220523023237.wav,32838,32848,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220521182831.wav,30255,30265,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220521165206.wav,15196,15206,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220522120748.wav,27864,27874,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220523005221.wav,5266,5276,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220522123149.wav,11776,11786,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220525043300.wav,10483,10493,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522162049.wav,14752,14762,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220524050931.wav,2064,2074,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220523162032.wav,13896,13906,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220521042145.wav,934,944,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220524174634.wav,18684,18694,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522051013.wav,15790,15800,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525045026.wav,7576,7586,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220524000729.wav,38391,38401,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,19838,19848,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220523050949.wav,7570,7580,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220522014152.wav,9094,9104,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521005334.wav,10335,10345,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220522190926.wav,33591,33601,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,977,987,24000
