file,start_t,end_t,fs
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220521064512.wav,8572,8582,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220521054807.wav,11652,11662,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220523035524.wav,17217,17227,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220521071012.wav,3018,3028,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220522153659.wav,39738,39748,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524180252.wav,40939,40949,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522042100.wav,1585,1595,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522171000.wav,14010,14020,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220525033617.wav,9222,9232,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220521120809.wav,21978,21988,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220523172921.wav,11088,11098,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220525014052.wav,31083,31093,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220524043319.wav,4715,4725,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220523064350.wav,26499,26509,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522021704.wav,3129,3139,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220525050919.wav,13081,13091,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220523033645.wav,8442,8452,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220523014125.wav,5095,5105,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220522123149.wav,29770,29780,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220525060245.wav,15995,16005,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522064418.wav,26979,26989,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220524033628.wav,22909,22919,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220523052928.wav,34287,34297,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220520123243.wav,18567,18577,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521005334.wav,31107,31117,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220521064512.wav,27915,27925,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220525043300.wav,29235,29245,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220521163441.wav,27437,27447,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220522000757.wav,5222,5232,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220523184339.wav,3366,3376,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220523021642.wav,41684,41694,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220521062921.wav,4367,4377,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220524042023.wav,41255,41265,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220524054643.wav,29738,29748,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220524030528.wav,21385,21395,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220521030732.wav,17893,17903,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220522190926.wav,4526,4536,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220524035458.wav,19212,19222,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220523190912.wav,21170,21180,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521125307.wav,27671,27681,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220523062747.wav,2579,2589,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220523050949.wav,1516,1526,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220521042145.wav,5213,5223,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220525062705.wav,10584,10594,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220524000729.wav,33863,33873,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220522174722.wav,38191,38201,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522125235.wav,6695,6705,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220524050931.wav,14935,14945,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525165019.wav,749,759,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220523125210.wav,33742,33752,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220524162014.wav,5937,5947,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220524021627.wav,28347,28357,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522005248.wav,729,739,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522162049.wav,33623,33633,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220522030618.wav,315,325,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220524182713.wav,31129,31139,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220523141634.wav,16956,16966,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220522033713.wav,11878,11888,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220522042100.wav,2998,3008,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220521174755.wav,7484,7494,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220525021612.wav,15942,15952,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220524162014.wav,42557,42567,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220523174654.wav,34854,34864,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220520120847.wav,6131,6141,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220524172909.wav,714,724,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220523000741.wav,10916,10926,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220521190952.wav,10077,10087,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521125307.wav,25889,25899,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524060300.wav,8037,8047,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220522180327.wav,28424,28434,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220522143250.wav,7220,7230,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220524064328.wav,37222,37232,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220524052914.wav,36537,36547,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220523153635.wav,36309,36319,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220522052946.wav,34529,34539,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220521000821.wav,4388,4398,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220524163310.wav,12138,12148,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525165019.wav,1504,1514,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220522070937.wav,28403,28413,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522005248.wav,38637,38647,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220525153612.wav,1384,1394,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220524165033.wav,9936,9946,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220522000757.wav,2516,2526,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220524045044.wav,507,517,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220521000821.wav,29030,29040,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,23713,23723,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220522054738.wav,10859,10869,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521005334.wav,40993,41003,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521125307.wav,37490,37500,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220524062724.wav,33132,33142,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220521053013.wav,30236,30246,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220523174654.wav,14063,14073,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220523150538.wav,40034,40044,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220523014125.wav,7906,7916,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522021704.wav,20129,20139,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521035635.wav,13029,13039,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220524170925.wav,14895,14905,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220523030549.wav,28582,28592,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220525042005.wav,21551,21561,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524180252.wav,39257,39267,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220522000757.wav,30027,30037,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220525021612.wav,27728,27738,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220525033617.wav,21033,21043,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220523014125.wav,15093,15103,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522051013.wav,16206,16216,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220522134138.wav,8131,8141,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220524153622.wav,2894,2904,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522125235.wav,39624,39634,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220521060424.wav,27309,27319,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220525043300.wav,15573,15583,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220521141723.wav,15623,15633,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220525054627.wav,788,798,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220524182713.wav,28624,28634,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220523163331.wav,39473,39483,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220521042145.wav,9355,9365,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220522163405.wav,992,1002,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220523143227.wav,28680,28690,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521035635.wav,25441,25451,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220524165033.wav,5479,5489,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220524042023.wav,10965,10975,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220521155608.wav,10333,10343,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220521182831.wav,26070,26080,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220523060318.wav,33735,33745,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220521043458.wav,1701,1711,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220525033617.wav,8684,8694,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220522182759.wav,7927,7937,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220524035458.wav,15990,16000,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522005248.wav,33858,33868,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220522123149.wav,687,697,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220524134101.wav,22239,22249,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522141652.wav,679,689,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220524172909.wav,32720,32730,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220524033628.wav,7184,7194,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522005248.wav,17864,17874,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524060300.wav,8381,8391,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522064418.wav,29696,29706,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220523054708.wav,14718,14728,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220523125210.wav,14240,14250,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522171000.wav,13538,13548,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220523172921.wav,21506,21516,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522051013.wav,20893,20903,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220521184439.wav,25775,25785,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220521134216.wav,25045,25055,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524125154.wav,3222,3232,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522064418.wav,15812,15822,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220524180252.wav,14573,14583,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220524050931.wav,21366,21376,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220521165206.wav,32788,32798,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220523182736.wav,15555,15565,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220525021612.wav,25159,25169,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220524141619.wav,28665,28675,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220523120734.wav,16935,16945,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220525014052.wav,3069,3079,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6472/6472.220525030510.wav,8900,8910,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220521180400.wav,6547,6557,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522021704.wav,12033,12043,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220521033808.wav,4270,4280,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5816/5816.220522180327.wav,30705,30715,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220521045218.wav,6820,6830,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220523125210.wav,40462,40472,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220523120734.wav,37145,37155,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220522045143.wav,18660,18670,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220523054708.wav,22039,22049,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220522125235.wav,23653,23663,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220521190952.wav,18176,18186,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522064418.wav,25681,25691,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220524141619.wav,4230,4240,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220524120722.wav,11417,11427,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220523143227.wav,42811,42821,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220524184321.wav,34029,34039,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220520120847.wav,32603,32613,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525045026.wav,8209,8219,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220522064418.wav,4545,4555,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220521054807.wav,26497,26507,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220524054643.wav,12256,12266,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220525042005.wav,26287,26297,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220524005201.wav,40793,40803,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521005334.wav,6721,6731,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220521003227.wav,11909,11919,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220522014152.wav,9373,9383,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6469/6469.220522021704.wav,18896,18906,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522171000.wav,18966,18976,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220521134216.wav,34373,34383,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220525070854.wav,5528,5538,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220525035443.wav,37321,37331,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6471/6471.220524000729.wav,15576,15586,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220524190900.wav,22046,22056,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220521023420.wav,14791,14801,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220521005334.wav,12512,12522,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220523064350.wav,4503,4513,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220525064313.wav,4472,4482,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6464/6464.220521043458.wav,37477,37487,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220522014152.wav,11175,11185,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220524033628.wav,40806,40816,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6477/6477.220525165019.wav,3260,3270,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5483/5483.220522051013.wav,13665,13675,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6470/6470.220525064313.wav,12039,12049,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220523062747.wav,9076,9086,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6465/6465.220525014052.wav,8608,8618,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220523003140.wav,7815,7825,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220525042005.wav,28912,28922,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6476/6476.220523182736.wav,27365,27375,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5818/5818.220525070854.wav,5664,5674,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220521003227.wav,38139,38149,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6468/6468.220524035458.wav,40491,40501,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6478/6478.220521123213.wav,28619,28629,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5815/5815.220522153659.wav,38586,38596,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220523162032.wav,41327,41337,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220521023420.wav,15611,15621,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5814/5814.220522023304.wav,862,872,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6473/6473.220521173008.wav,19716,19726,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220523005221.wav,32918,32928,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6474/6474.220524174634.wav,28639,28649,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/5783/5783.220523005221.wav,10229,10239,24000
/media/markgoldwater/Extreme SSD/SBCEX22/acoustics/2_circle_tow_riuss/6466/6466.220524042023.wav,7619,7629,24000
