in_sensors,method_thresh,num_delete,num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,localization_error,best_localization_error
True,inf,0,3,0,False,False,False,1.0,5.084229945850415e-13;1.8749713606747085e-12;3.410605131648481e-13;,6.821210263296962e-13;1.8331451766013172e-12;1.4210854715202004e-13;
True,inf,0,3,0,False,False,False,1.0,2.5579538487363607e-13;4.547473508864641e-13;0.0;,5.968558980384842e-13;0.0;0.0;
True,inf,0,3,0,False,False,False,1.0,4.547473508864641e-13;9.094947017729282e-13;1.4210854715202004e-11;,0.0;2.2737367544323206e-13;1.2099105347173872e-11;
True,inf,0,3,0,False,False,False,1.0,2.5421149729252077e-13;0.0;1.1368683772161603e-12;,2.5421149729252077e-13;0.0;2.9118037843694986e-12;
True,inf,0,3,0,False,False,False,1.0,0.0;0.0;0.0;,0.0;4.547473508864641e-13;0.0;
True,inf,0,3,0,False,False,False,1.0,4.547473508864641e-13;1.016845989170083e-12;5.595524044110789e-13;,2.2737367544323206e-13;0.0;1.1191048088221578e-13;
True,inf,0,3,0,False,False,False,1.0,0.0;1.016845989170083e-12;4.687428401686771e-13;,2.2737367544323206e-13;9.374856803373542e-13;0.0;
True,inf,0,3,0,False,False,False,1.0,6.1852326820078106e-12;1.7376476690889585e-10;4.547473508864641e-13;,5.532240293449121e-12;2.4519089591359164e-10;5.084229945850415e-13;
True,inf,0,3,0,False,False,False,1.0,4.655004020764636e-13;2.2737367544323206e-13;1.7053025658242404e-13;,1.1368683772161603e-13;2.2737367544323206e-13;1.4210854715202004e-13;
True,inf,0,3,0,False,False,False,1.0,6.431098710768743e-13;0.0;1.4921397450962104e-13;,2.2737367544323206e-13;0.0;1.0658141036401503e-13;
True,inf,0,3,0,False,False,False,1.0,1.1368683772161603e-12;1.1368683772161603e-13;0.0;,1.8749713606747085e-12;3.410605131648481e-13;0.0;
True,inf,0,3,0,False,False,False,1.0,4.547473508864641e-13;2.9118037843694986e-12;4.547473508864641e-13;,1.2085076619694803e-12;2.9118037843694986e-12;5.684341886080801e-13;
True,inf,0,3,0,False,False,False,1.0,5.684341886080801e-13;6.431098710768743e-13;4.547473508864641e-13;,9.165725883006586e-13;0.0;0.0;
True,inf,0,3,0,False,False,False,1.0,5.084229945850415e-13;1.1368683772161603e-13;7.1550489235776525e-12;,2.2737367544323206e-13;1.1368683772161603e-13;1.9107845707003806e-11;
True,inf,0,3,0,False,False,False,1.0,5.084229945850415e-13;4.547473508864641e-13;6.431098710768743e-13;,5.084229945850415e-13;0.0;4.547473508864641e-13;
True,inf,0,3,0,False,False,False,1.0,3.8657704262548816e-13;2.5579538487363607e-13;1.1368683772161603e-13;,3.639754730461873e-13;1.6200374375330284e-12;9.713407672867936e-13;
True,inf,0,3,0,False,False,False,1.0,3.410605131648481e-13;9.691752288163296e-13;5.58396463797242e-10;,2.5421149729252077e-13;7.736034035588091e-13;6.263586822163392e-10;
True,inf,0,3,0,False,False,False,1.0,3.115019353572279e-11;2.2737367544323206e-13;5.084229945850415e-13;,3.132479850918485e-11;5.084229945850415e-13;0.0;
True,inf,0,3,0,False,False,False,1.0,1.016845989170083e-12;1.1368683772161603e-13;5.592652940435457e-12;,2.2737367544323206e-13;2.2737367544323206e-13;1.1593828079623529e-11;
True,inf,0,3,0,False,False,False,1.0,0.0;4.547473508864641e-13;9.094947017729282e-13;,0.0;4.547473508864641e-13;0.0;
True,inf,0,3,0,False,False,False,1.0,2.2737367544323206e-13;7.399800027385557e-10;0.0;,4.547473508864641e-13;6.548872732800866e-10;1.1368683772161603e-13;
True,inf,0,3,0,False,False,False,1.0,0.0;2.2737367544323206e-13;5.544387140250273e-11;,4.547473508864641e-13;5.084229945850415e-13;3.241601558987381e-11;
True,inf,0,3,0,False,False,False,1.0,4.882105993801214e-13;6.431098710768743e-13;5.084229945850415e-13;,6.394884621840902e-14;4.547473508864641e-13;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,5.759968961051977e-10;0.0;1.1368683772161603e-13;,5.975657047157274e-10;0.0;0.0;
True,inf,0,3,0,False,False,False,1.0,0.0;9.094947017729282e-13;1.1368683772161603e-13;,0.0;9.094947017729282e-13;6.431098710768743e-13;
True,inf,0,3,0,False,False,False,1.0,4.547473508864641e-13;5.084229945850415e-13;2.905144197996274e-10;,0.0;9.094947017729282e-13;2.4332585523819764e-10;
True,inf,0,3,0,False,False,False,1.0,3.410605131648481e-13;0.0;3.799590323767098e-12;,3.410605131648481e-13;9.094947017729282e-13;3.639754730461873e-12;
True,inf,0,3,0,False,False,False,1.0,1.1368683772161603e-13;0.0;2.2737367544323206e-13;,5.968558980384842e-13;0.0;4.263256414560601e-13;
True,inf,0,3,0,False,False,False,1.0,2.3187656159247056e-12;3.410605131648481e-13;2.1530673089070337e-10;,2.7661201467245607e-12;2.2737367544323206e-13;3.0233004760875087e-10;
True,inf,0,3,0,False,False,False,1.0,5.084229945850415e-13;3.979039320256561e-13;9.25343817704044e-13;,0.0;3.979039320256561e-13;9.927276321703277e-13;
True,inf,0,3,0,False,False,False,1.0,5.084229945850415e-13;0.0;7.275957614183426e-12;,4.547473508864641e-13;2.2737367544323206e-13;7.275957614183426e-12;
True,inf,0,3,0,False,False,False,1.0,1.2961987540148048e-09;3.2155493553843715e-13;7.103380699760832e-12;,1.2844425664789085e-09;2.2737367544323206e-13;1.469333658078859e-11;
True,inf,0,3,0,False,False,False,1.0,6.821210263296962e-13;4.547473508864641e-13;2.7684554110887623e-12;,1.1718571004216928e-12;0.0;1.4062285205060312e-12;
True,inf,0,3,0,False,False,False,1.0,3.410605131648481e-13;1.050542901444636e-11;1.224444715065716e-12;,3.126388037344441e-13;1.555906889412941e-11;9.094947017729282e-13;
True,inf,0,3,0,False,False,False,1.0,2.2737367544323206e-13;0.0;6.844854043943255e-13;,2.2737367544323206e-13;0.0;6.844854043943255e-13;
True,inf,0,3,0,False,False,False,1.0,2.4923235385509567e-10;3.314512409159136e-13;3.2155493553843715e-13;,2.0406011499031561e-10;3.595093471822542e-13;5.084229945850415e-13;
True,inf,0,3,0,False,False,False,1.0,2.2737367544323206e-13;5.707260424992861e-10;3.5677567056223535e-11;,0.0;5.698339963826805e-10;4.269180120324738e-11;
True,inf,0,3,0,False,False,False,1.0,0.0;1.1368683772161603e-13;8.198074455012805e-13;,3.2155493553843715e-13;9.713407672867936e-13;4.547473508864641e-13;
True,inf,0,3,0,False,False,False,1.0,9.094947017729282e-13;0.0;1.7053025658242404e-12;,0.0;0.0;5.115907697472721e-13;
True,inf,0,3,0,False,False,False,1.0,4.547473508864641e-13;2.2737367544323206e-13;2.5421149729252077e-13;,0.0;5.684341886080801e-13;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,0.0;2.8421709430404007e-13;3.4407880662960352e-12;,0.0;1.1368683772161603e-13;2.2850771577215914e-12;
True,inf,0,3,0,False,False,False,1.0,9.094947017729282e-13;5.249328924317158e-12;9.374856803373542e-13;,9.094947017729282e-13;3.410605131648481e-12;0.0;
True,inf,0,3,0,False,False,False,1.0,0.0;4.547473508864641e-13;6.431098710768743e-13;,0.0;0.0;5.684341886080801e-13;
True,inf,0,3,0,False,False,False,1.0,6.4841375349711595e-12;0.0;4.547473508864641e-13;,9.386568059411736e-12;2.2737367544323206e-13;6.431098710768743e-13;
True,inf,0,3,0,False,False,False,1.0,3.751982576549857e-10;3.0958823852435135e-13;4.547473508864641e-13;,3.8701163691197064e-10;3.260725023324085e-13;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,2.2737367544323206e-13;4.547473508864641e-13;2.2737367544323206e-13;,2.2737367544323206e-13;4.687428401686771e-13;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,3.2155493553843715e-13;5.084229945850415e-13;1.0272157849682588e-11;,4.0990372275064023e-13;4.547473508864641e-13;7.346668290394296e-12;
True,inf,0,3,0,False,False,False,1.0,0.0;7.169090995165242e-13;2.5377722904406147e-11;,9.094947017729282e-13;7.617071152741003e-13;1.3287149158713873e-11;
True,inf,0,3,0,False,False,False,1.0,6.431098710768743e-13;4.547473508864641e-13;1.7053025658242404e-13;,2.2737367544323206e-13;4.547473508864641e-13;7.389644451905042e-13;
True,inf,0,3,0,False,False,False,1.0,1.1368683772161603e-13;0.0;1.9226524931242916e-10;,2.2737367544323206e-13;0.0;2.1722196175742728e-10;
True,inf,0,3,0,False,False,False,1.0,0.0;2.35076919145197e-12;9.094947017729282e-13;,2.2737367544323206e-13;1.4650281592434877e-12;4.547473508864641e-13;
True,inf,0,3,0,False,False,False,1.0,9.094947017729282e-13;3.324635458999954e-11;1.6517610261870087e-09;,1.016845989170083e-12;3.203952465593563e-11;0.0;
True,inf,0,3,0,False,False,False,1.0,2.2737367544323206e-13;2.2737367544323206e-13;9.55837449097195e-10;,0.0;4.547473508864641e-13;1.7053025658242404e-13;
True,inf,0,3,0,False,False,False,1.0,1.8331451766013172e-12;0.0;2.842170943040401e-14;,2.3437142008433857e-12;4.547473508864641e-13;4.263256414560601e-14;
True,inf,0,3,0,False,False,False,1.0,1.1368683772161603e-13;1.981884744052502e-10;3.623767952376511e-13;,2.2737367544323206e-13;1.206169665245427e-10;3.197442310920451e-14;
True,inf,0,3,0,False,False,False,1.0,1.6770253673335696e-11;2.639102263592014e-11;8.964012796050607e-10;,9.106308604942018e-12;1.9532973596974015e-11;1.0036786307171353e-09;
True,inf,0,3,0,False,False,False,1.0,1.3642420526593924e-12;1.2434497875801753e-14;3.979039320256561e-13;,1.3642420526593924e-12;1.6076029396572267e-13;8.526512829121202e-13;
True,inf,0,3,0,False,False,False,1.0,9.713407672867936e-13;4.547473508864641e-13;3.3336617669794634e-11;,3.410605131648481e-13;2.2737367544323206e-13;1.2538581066985205e-11;
True,inf,0,3,0,False,False,False,1.0,5.362597410144533e-12;1.5538733615256805e-09;3.410605131648481e-12;,5.653563111607744e-12;1.5399006347317013e-09;3.069544618483633e-12;
True,inf,0,3,0,False,False,False,1.0,1.7405599654925608e-11;0.0;4.547473508864641e-13;,2.4323670223232206e-11;0.0;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,0.0;0.0;5.68506943528205e-11;,0.0;0.0;5.595055878368806e-11;
True,inf,0,3,0,False,False,False,1.0,1.7214454811207998e-11;2.2737367544323206e-13;0.0;,1.389818685038459e-11;0.0;9.094947017729282e-13;
True,inf,0,3,0,False,False,False,1.0,0.0;0.0;1.4782021507864833e-12;,0.0;6.042538309847401e-13;3.144422563750443e-12;
True,inf,0,3,0,False,False,False,1.0,0.0;1.1368683772161603e-12;2.5421149729252077e-13;,0.0;1.8331451766013172e-12;1.1368683772161603e-13;
True,inf,0,3,0,False,False,False,1.0,4.1179124028246485e-12;1.692369011464361e-11;2.2737367544323206e-13;,7.458411103860602e-12;1.7087854055767762e-11;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,2.2737367544323206e-13;1.207750278547367e-09;1.1368683772161603e-13;,3.979039320256561e-13;1.0916202580483082e-09;0.0;
True,inf,0,3,0,False,False,False,1.0,0.0;1.2612579892773886e-11;9.674075226714561e-12;,1.2862197421537486e-12;2.543392064910319e-11;8.045301916788108e-12;
True,inf,0,3,0,False,False,False,1.0,8.518353789593561e-11;7.1978243709228e-10;2.8760747774580336e-12;,8.184441703900406e-11;6.275703387254991e-10;6.1852326820078106e-12;
True,inf,0,3,0,False,False,False,1.0,3.126388037344441e-13;1.0534030306480445e-11;1.3935335428108445e-12;,4.556346636343676e-13;9.103036945595615e-12;1.5294999738073e-12;
True,inf,0,3,0,False,False,False,1.0,0.0;9.094947017729282e-13;2.2737367544323206e-13;,9.374856803373542e-13;9.094947017729282e-13;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,1.0439819658302042e-10;1.7053025658242404e-13;0.0;,9.7516537659326e-11;1.1368683772161603e-13;3.2155493553843715e-13;
True,inf,0,3,0,False,False,False,1.0,4.547473508864641e-13;2.2737367544323206e-13;0.0;,4.547473508864641e-13;5.084229945850415e-13;2.2737367544323206e-13;
True,inf,0,3,0,False,False,False,1.0,1.5883642114725243e-11;0.0;4.547473508864641e-13;,1.3021982397982677e-11;0.0;4.547473508864641e-13;
True,inf,0,3,0,False,False,False,1.0,5.644411243022846e-12;1.850687635408088e-12;4.547473508864641e-12;,6.3728038861864395e-12;2.9118037843694986e-12;6.33389767116756e-12;
True,inf,0,1,15,False,False,False,1.0,8.491460837668482;,8.491460837668482;
True,inf,0,1,15,False,False,False,1.0,10.829761259182943;,4.7319234715297265;
True,inf,0,1,15,False,False,False,1.0,3.9550573666985946;,3.4236754663433255;
True,inf,0,1,15,False,False,False,1.0,21.411344410393546;,3.2883160164727356;
True,inf,0,1,15,False,False,False,1.0,11.957467195572988;,1.1097679142235122;
True,inf,0,1,15,False,False,False,1.0,13.072097677835401;,3.191835660566656;
True,inf,0,1,15,False,False,False,1.0,19.687212957905412;,8.533215045385795;
True,inf,0,1,15,,True,False,,,
True,inf,0,1,15,False,False,False,1.0,12.106760866645141;,4.5193984687502695;
True,inf,0,1,15,False,False,False,1.0,5.553588519421689;,9.918230900207199;
True,inf,0,1,15,False,False,False,1.0,5.411840320565393;,5.411840320565393;
True,inf,0,1,15,False,False,False,1.0,11.852795582587548;,3.846079739395254;
True,inf,0,1,15,False,False,False,1.0,28.805814646044986;,7.28255134426949;
True,inf,0,1,15,False,False,False,1.0,0.7589279345333665;,0.7589279345333665;
True,inf,0,1,15,False,False,False,1.0,5.157462002561382;,10.424172868241545;
True,inf,0,1,15,False,False,False,1.0,10.100553644098207;,4.322774399041605;
True,inf,0,1,15,False,False,False,1.0,15.739202753213585;,5.26431483340743;
True,inf,0,1,15,False,False,False,1.0,2.2267226905376836;,4.345342160088244;
True,inf,0,1,15,False,False,False,1.0,26.17796140800512;,13.4878464934262;
True,inf,0,1,15,False,False,False,1.0,13.57285740048083;,5.0035314891787595;
True,inf,0,1,15,False,False,False,1.0,15.130326964566684;,3.6366286602395834;
True,inf,0,1,15,False,False,False,1.0,14.415925743701047;,9.861783768443477;
True,inf,0,1,15,False,False,False,1.0,12.646486977596112;,12.646486977596112;
True,inf,0,1,15,False,False,False,1.0,3.2255757978395034;,3.2255757978395034;
True,inf,0,1,15,False,False,False,1.0,15.514847026367544;,7.991528752581505;
True,inf,0,1,15,False,False,False,1.0,6.545760329710009;,16.10187208563335;
True,inf,0,1,15,False,False,False,1.0,23.85930143729586;,5.147728845704579;
True,inf,0,1,15,False,False,False,1.0,19.21702016748793;,6.72132115011908;
True,inf,0,1,15,False,False,False,1.0,9.995736559682697;,5.207478094391965;
True,inf,0,1,15,False,False,False,1.0,13.215490590607601;,3.2875467219200503;
True,inf,0,1,15,False,False,False,1.0,20.06357134164056;,4.494047143142028;
True,inf,0,1,15,False,False,False,1.0,30.63162185660648;,12.30934137298927;
True,inf,0,1,15,False,False,False,1.0,5.8621809852627775;,5.8621809852627775;
True,inf,0,1,15,False,False,False,1.0,11.956311164159215;,11.956311164159215;
True,inf,0,1,15,False,False,False,1.0,20.25006784522978;,8.146190299633066;
True,inf,0,1,15,False,False,False,1.0,12.143828323187536;,6.9990197530931475;
True,inf,0,1,15,False,False,False,1.0,0.3682013638781845;,0.3682013638781845;
True,inf,0,1,15,False,False,False,1.0,16.641057876917888;,12.326655736789567;
True,inf,0,1,15,False,False,False,1.0,10.103877542702298;,10.103877542702298;
True,inf,0,1,15,False,False,False,1.0,11.231535574600244;,5.758818484261401;
True,inf,0,1,15,False,False,False,1.0,7.916541546581693;,5.365001288709614;
True,inf,0,1,15,False,False,False,1.0,3.881067878945843;,3.881067878945843;
True,inf,0,1,15,False,False,False,1.0,15.218340322695752;,4.11332524635802;
True,inf,0,1,15,False,False,False,1.0,21.212539363539072;,8.501630503327409;
True,inf,0,1,15,False,False,False,1.0,16.664462013534898;,11.614739895940444;
True,inf,0,1,15,False,False,False,1.0,19.611321173637265;,3.6459152654052396;
True,inf,0,1,15,False,False,False,1.0,2.5694541152051023;,2.5694541152051023;
True,inf,0,1,15,False,False,False,1.0,17.765210698098866;,10.799062794691086;
True,inf,0,1,15,False,False,False,1.0,18.169486356029037;,1.675385373776123;
True,inf,0,1,15,False,False,False,1.0,3.991556492476348;,3.991556492476348;
True,inf,0,1,15,False,False,False,1.0,11.734727093027544;,11.734727093027544;
True,inf,0,1,15,False,False,False,1.0,14.84429052284217;,2.3598985885222024;
True,inf,0,1,15,False,False,False,1.0,21.211484182631022;,5.965754569765068;
True,inf,0,1,15,False,False,False,1.0,8.437358282400657;,1.9810212935387412;
True,inf,0,1,15,False,False,False,1.0,19.119287563768452;,6.840395156912362;
True,inf,0,1,15,False,False,False,1.0,15.93769819682538;,6.8379717348823865;
True,inf,0,1,15,False,False,False,1.0,22.780094416706632;,3.9032921993122804;
True,inf,0,1,15,False,False,False,1.0,12.182308994995036;,4.626913413926697;
True,inf,0,1,15,False,False,False,1.0,12.506538619864521;,12.506538619864521;
True,inf,0,1,15,False,False,False,1.0,4.919023609457747;,4.919023609457747;
True,inf,0,1,15,False,False,False,1.0,22.380118905325972;,5.949457401453178;
True,inf,0,1,15,False,False,False,1.0,9.97761330764485;,7.459568122353012;
True,inf,0,1,15,False,False,False,1.0,3.0923009161482597;,10.139567426040843;
True,inf,0,1,15,False,False,False,1.0,7.4379320761786145;,4.082818281130032;
True,inf,0,1,15,False,False,False,1.0,13.627263959549117;,12.71945201782544;
True,inf,0,1,15,False,False,False,1.0,20.244748122190035;,10.649613355918746;
True,inf,0,1,15,False,False,False,1.0,11.77549643848668;,1.9094387572572737;
True,inf,0,1,15,False,False,False,1.0,6.386818760477439;,7.24313502868549;
True,inf,0,1,15,False,False,False,1.0,11.220330161653125;,4.8781451972256615;
True,inf,0,1,15,False,False,False,1.0,3.046507439305669;,3.046507439305669;
True,inf,0,1,15,False,False,False,1.0,5.339984079039236;,5.339984079039236;
True,inf,0,1,15,False,False,False,1.0,36.410952653571485;,3.5759324103264105;
True,inf,0,1,15,False,False,False,1.0,17.119238006339895;,2.3554053352406656;
True,inf,0,1,15,False,False,False,1.0,2.2058800376755903;,2.2058800376755903;
True,inf,0,1,15,False,False,False,1.0,8.316308398771815;,5.430517292641224;
True,inf,0,1,15,False,False,False,1.0,6.71255145374088;,1.4452351940040054;
True,inf,0,1,15,False,False,False,1.0,8.609813140812552;,6.967955131227985;
True,inf,0,1,15,False,False,False,1.0,18.347702057036887;,6.976733325108098;
True,inf,0,1,15,False,False,False,1.0,10.95886425333851;,4.986502186962438;
True,inf,0,1,15,False,False,False,1.0,11.514632089423818;,11.514632089423818;
True,inf,0,1,15,False,False,False,1.0,36.58756756446714;,14.644431443413088;
True,inf,0,1,15,False,False,False,1.0,8.109195892093647;,6.188039206926727;
True,inf,0,1,15,False,False,False,1.0,19.368267385323676;,3.640073725210367;
True,inf,0,1,15,False,False,False,1.0,25.55642198175199;,11.10103487443995;
True,inf,0,1,15,False,False,False,1.0,11.63351477096644;,3.8048435808833516;
True,inf,0,1,15,False,False,False,1.0,14.325883262360694;,7.761078618746905;
True,inf,0,1,15,False,False,False,1.0,6.722029254465022;,6.722029254465022;
True,inf,0,1,15,False,False,False,1.0,14.793121847605288;,8.17416390887616;
True,inf,0,1,15,False,False,False,1.0,3.407855435306587;,3.407855435306587;
True,inf,0,1,15,False,False,False,1.0,22.398800765825158;,8.133796444901016;
True,inf,0,1,15,False,False,False,1.0,20.679974491762923;,6.338736174837867;
True,inf,0,1,15,False,False,False,1.0,8.17643516830725;,10.194812655160549;
True,inf,0,1,15,,True,False,,,
True,inf,0,1,15,False,False,False,1.0,10.753839779026489;,3.6568010649642484;
True,inf,0,1,15,False,False,False,1.0,10.771097707108982;,7.740639046577408;
True,inf,0,1,15,False,False,False,1.0,16.744627597706586;,5.985080413538448;
True,inf,0,1,15,False,False,False,1.0,15.070949327996148;,10.232032416847444;
True,inf,0,1,15,False,False,False,1.0,17.60825146540578;,4.720636601999651;
True,inf,0,1,15,False,False,False,1.0,5.712028768348804;,5.712028768348804;
True,inf,0,1,15,False,False,False,1.0,18.742209403361787;,3.662221088112423;
True,inf,0,2,15,False,False,False,1.0,4.436951947813143;4.5366549563947975;,4.436952376398844;4.536654633373176;
True,inf,0,2,15,False,False,False,1.0,6.142335122029017;3.7092004576022135;,6.142335002553747;3.709199580756066;
True,inf,0,2,15,False,False,False,1.0,10.70396304615781;5.5188879326224365;,10.703962472668971;5.518889564819616;
True,inf,0,2,15,False,False,False,1.0,10.03129054630112;4.311188986882533;,10.031290482192883;4.311187863638421;
True,inf,0,2,15,False,False,False,1.0,3.7849667074166;3.6015540556037022;,3.7849669124194336;3.601553886907624;
True,inf,0,2,15,False,False,False,1.0,8.90523373404193;1.4736715403584155;,8.905233843060401;1.4736722434293015;
True,inf,0,2,15,False,False,False,1.0,2.5666404903951237;10.670988069753191;,2.5666403516996046;10.670988069753191;
True,inf,0,2,15,False,False,False,1.0,2.2683370400754583;1.6152940309425592;,2.2683371388904434;1.615294004360926;
True,inf,0,2,15,False,False,False,1.0,4.2367369839083295;13.684865285719365;,4.236736881463072;13.684865557519885;
True,inf,0,2,15,False,False,False,1.0,2.6995930862819226;13.443916071056979;,2.6995930862819226;13.443916019331457;
True,inf,0,2,15,False,False,False,1.0,3.3303368992592612;5.913712914893769;,3.330336970384465;5.913712987921009;
True,inf,0,2,15,False,False,False,1.0,0.636330867079699;10.912602297295006;,0.6363308262471926;10.912601861923418;
True,inf,0,2,15,False,False,False,1.0,11.325218986282458;3.7853361264416803;,11.325218970512212;3.785336309586434;
True,inf,0,2,15,False,False,False,1.0,5.875346035894772;4.757748686108977;,5.875346075393575;4.75774864943717;
True,inf,0,2,15,False,False,False,1.0,2.292969010897525;1.6983760422452543;,2.292968609985826;1.6983759591919074;
True,inf,0,2,15,False,False,False,1.0,5.182663256392164;6.574720343449798;,5.182663283956245;6.574720242234446;
True,inf,0,2,15,False,False,False,1.0,5.979222172061959;1.9198064790049774;,5.9792222645080555;1.9198091034261733;
True,inf,0,2,15,False,False,False,1.0,4.04852373502755;1.8818054280277896;,4.048523426838443;1.8818055837624625;
True,inf,0,2,15,False,False,False,1.0,7.120362771343604;0.821483584131332;,7.120363095150161;0.8214835477169488;
True,inf,0,2,15,False,False,False,1.0,3.4573931100759565;3.805223894751792;,3.45739309446949;3.8051966996485644;
True,inf,0,2,15,False,False,False,1.0,5.043415526235742;10.624175924475487;,5.0434150590324895;10.624175924475487;
True,inf,0,2,15,False,False,False,1.0,5.388742239155856;7.090453620402815;,5.388742559134933;7.090453701194299;
True,inf,0,2,15,False,False,False,1.0,10.183958932250588;4.994802761187227;,10.183958750529266;4.994802982786058;
True,inf,0,2,15,False,False,False,1.0,6.567901296453345;3.598906725720759;,6.567898617167308;3.5989066807272105;
True,inf,0,2,15,False,False,False,1.0,15.848733462868848;8.906803404800888;,15.848733564209141;8.906802126362148;
True,inf,0,2,15,False,False,False,1.0,9.43514122507597;4.247407179248506;,9.435141276780335;4.247407382304817;
True,inf,0,2,15,False,False,False,1.0,1.6899744713574403;4.726171238001524;,1.6899745130793684;4.7261712804522835;
True,inf,0,2,15,False,False,False,1.0,0.3511490519863691;7.858921609029359;,0.35114570801342015;7.858921595116471;
True,inf,0,2,15,False,False,False,1.0,8.415613028476363;11.931584803683041;,8.415612769377425;11.93158197534761;
True,inf,0,2,15,False,False,False,1.0,3.22132695724262;3.257580944759408;,3.2213275261467342;3.2575811534475347;
True,inf,0,2,15,False,False,False,1.0,3.4627440668338956;2.1150382088391533;,3.4627440461082446;2.115038046360628;
True,inf,0,2,15,False,False,False,1.0,7.341518230642949;4.09863231626105;,7.341518650483495;4.098632166138984;
True,inf,0,2,15,False,False,False,1.0,4.10090076743009;7.405744661834613;,4.100900991061727;7.40574455433391;
True,inf,0,2,15,False,False,False,1.0,5.507011865071694;10.482783580684792;,5.507010355748447;10.482783504865802;
True,inf,0,2,15,False,False,False,1.0,6.5739045781362355;7.118878718368092;,6.573904378991845;7.118878857264962;
True,inf,0,2,15,False,False,False,1.0,12.42525657040269;5.2649023892253854;,12.42525657040269;5.264895791102075;
True,inf,0,2,15,False,False,False,1.0,7.556317327691009;7.813993811329681;,7.556317463055027;7.813994251150003;
True,inf,0,2,15,False,False,False,1.0,7.460154637682329;1.8999272671288248;,7.460154559335627;1.8999268683514023;
True,inf,0,2,15,False,False,False,1.0,3.1206959795222105;2.751711575779196;,3.1206959795222105;1.1851251613650657;
True,inf,0,2,15,False,False,False,1.0,5.054421908732597;9.95527956905831;,5.054421745717191;9.955278854624222;
True,inf,0,2,15,False,False,False,1.0,8.404401786490821;16.123187125852006;,8.404401668751548;16.123186885750783;
True,inf,0,2,15,False,False,False,1.0,5.641596608545281;5.942237964352731;,5.641596573298579;5.942238267093638;
True,inf,0,2,15,False,False,False,1.0,1.434990953897673;7.474927675778474;,1.434990470986896;7.474928273069235;
True,inf,0,2,15,False,False,False,1.0,5.338654052000026;2.6002004758292503;,5.338654061484251;2.6002013956000996;
True,inf,0,2,15,False,False,False,1.0,6.560232625311981;11.490852699843265;,6.560232722479816;11.490852528108473;
True,inf,0,2,15,False,False,False,1.0,8.999298952230895;14.514741502156143;,8.999298952230895;14.514740411579382;
True,inf,0,2,15,False,False,False,1.0,7.868248895682836;11.003173505422486;,7.868248895682836;11.003173320666473;
True,inf,0,2,15,False,False,False,1.0,6.587820965235922;7.198573998057791;,6.587820674171683;7.198574271041518;
True,inf,0,2,15,False,False,False,1.0,9.813387521020655;7.116833323231623;,9.813386914715156;7.116833323231623;
True,inf,0,2,15,False,False,False,1.0,6.568075369700971;8.312030060380968;,5.325926206812735;4.652987131755579;
True,inf,0,2,15,False,False,False,1.0,7.981596014354404;8.129302798480651;,7.981604238561889;8.129302864262762;
True,inf,0,2,15,False,False,False,1.0,3.8412844326437914;3.568788942621466;,3.8412846617193304;3.568788639616259;
True,inf,0,2,15,False,False,False,1.0,15.552230577116058;9.739160482107975;,15.552228610739252;9.739160671249628;
True,inf,0,2,15,False,False,False,1.0,2.926700351311054;1.2137805118929952;,2.926700351311054;1.2137804638876266;
True,inf,0,2,15,False,False,False,1.0,1.7570715661534715;5.779969040193166;,1.7570713944272134;5.779969422207252;
True,inf,0,2,15,False,False,False,1.0,2.7037202554106536;5.144444269279066;,2.703720245127843;5.144443369294763;
True,inf,0,2,15,False,False,False,1.0,7.944162604681791;4.611581677095919;,7.944162390717807;4.611581667428742;
True,inf,0,2,15,False,False,False,1.0,8.612440181966445;7.7642649546756495;,8.612441021231032;7.764265002993145;
True,inf,0,2,15,False,False,False,1.0,7.868586567902416;18.97361229966731;,7.8685865178668095;18.973612222977614;
True,inf,0,2,15,False,False,False,1.0,6.892208548949047;7.120941564415224;,6.892208519364261;7.120941331542333;
True,inf,0,2,15,False,False,False,1.0,8.033271837638049;7.914030872883438;,8.03327170928374;7.914030984713801;
True,inf,0,2,15,False,False,False,1.0,6.722295051049852;11.486147404170563;,6.722294730362052;11.48614709440431;
True,inf,0,2,15,False,False,False,1.0,4.695870005245335;2.0724603579438714;,4.695870101787547;2.072460308792197;
True,inf,0,2,15,False,False,False,1.0,7.9680040075089655;1.0947028838855024;,7.968008176785453;1.0947028838855024;
True,inf,0,2,15,False,False,False,1.0,8.503631596597826;5.530035658796855;,8.50363175100917;5.530035941512766;
True,inf,0,2,15,False,False,False,1.0,2.851765671306416;4.364582229940271;,2.851765671306416;4.3645819787284506;
True,inf,0,2,15,False,False,False,1.0,13.322871806179135;7.334442413088629;,13.32287167052721;7.334442289670322;
True,inf,0,2,15,False,False,False,1.0,8.827406318419488;9.48863458760552;,8.827405809103595;9.488634569611639;
True,inf,0,2,15,False,False,False,1.0,4.455633302222305;9.83694875272006;,4.455630412654199;9.836948211982337;
