num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,localization_error,best_localization_error
1,0,False,False,False,1.0,2.033691978340166e-12;,1.1504299109832135e-11;
1,0,False,False,False,1.0,1.1368683772161603e-13;,6.760305380939147e-12;
1,0,False,False,False,1.0,1.5662399254592424e-11;,3.6450773090749405e-12;
1,0,False,False,False,1.0,3.279229782005122e-12;,4.591822493735649e-11;
1,0,False,False,False,1.0,3.637978807091713e-12;,6.251080877496709e-11;
1,0,False,False,False,1.0,3.3106106863126654e-11;,1.7938039421384038e-11;
1,0,False,False,False,1.0,1.216311031583242e-10;,2.7284841053187847e-12;
1,0,False,False,False,1.0,0.0;,1.324244274525066e-11;
1,0,False,False,False,1.0,0.0;,4.038811914356214e-11;
1,0,False,False,False,1.0,5.684341886080801e-13;,8.829596408280667e-12;
1,0,False,False,False,1.0,3.410605131648481e-13;,1.016845989170083e-12;
1,0,False,False,False,1.0,0.0;,4.022650958394054e-12;
1,0,False,False,False,1.0,1.263008926462543e-09;,1.8393392034483154e-11;
1,0,False,False,False,1.0,2.2737367544323206e-13;,2.033691978340166e-12;
1,0,False,False,False,1.0,0.0;,1.1647215137477994e-11;
1,0,False,False,False,1.0,8.580155856231252e-12;,4.897778860262864e-12;
1,0,False,False,False,1.0,0.0;,8.47930061049313e-11;
1,0,False,False,False,1.0,0.0;,1.8749713606747085e-12;
1,0,False,False,False,1.0,0.0;,1.19625350980331e-11;
1,0,False,False,False,1.0,0.0;,1.6370904631912708e-11;
1,0,False,False,False,1.0,0.0;,1.1395935949750917e-11;
1,0,False,False,False,1.0,0.0;,1.016845989170083e-11;
1,0,False,False,False,1.0,3.9089760635473073e-11;,3.858659226461245e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,1.8749713606747085e-12;
1,0,False,False,False,1.0,2.033691978340166e-12;,1.19625350980331e-11;
1,0,False,False,False,1.0,2.317545992343206e-12;,4.547473508864641e-13;
1,0,False,False,False,1.0,0.0;,3.6481962743221775e-11;
1,0,False,False,False,1.0,0.0;,9.795557720525728e-12;
1,0,False,False,False,1.0,3.5095183887414785e-11;,3.6662903532026344e-12;
1,0,False,False,False,1.0,2.491168911511038e-11;,1.6377219349459762e-11;
1,0,False,False,False,1.0,5.208286744730389e-10;,3.506276066437064e-11;
1,0,False,False,False,1.0,4.547473508864641e-13;,4.099037227506402e-12;
1,0,False,False,False,1.0,7.1901869436450835e-12;,1.4380373887290168e-12;
1,0,False,False,False,1.0,4.3310668647560174e-10;,1.0219175716994974e-11;
1,0,False,False,False,1.0,4.067383956680332e-12;,9.140308630886366e-12;
1,0,False,False,False,1.0,0.0;,1.1504299109832135e-11;
1,0,False,False,False,1.0,3.4022031781829673e-10;,1.0606439709309235e-11;
1,0,False,False,False,1.0,7.87591035643638e-10;,1.1737856311029015e-11;
1,0,False,False,False,1.0,0.0;,2.6233838256040975e-11;
1,0,False,False,False,1.0,1.0913936421275139e-11;,6.008862932197709e-11;
1,0,False,False,False,1.0,2.9869129287026855e-09;,4.749062685324457e-12;
1,0,False,False,False,1.0,0.0;,1.5116502380437543e-11;
1,0,False,False,False,1.0,1.2862197421537486e-12;,3.551690349880416e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,3.637978807091713e-12;
1,0,False,False,False,1.0,4.547473508864641e-13;,2.7661201467245607e-12;
1,0,False,False,False,1.0,3.012701199622825e-11;,8.385126836667848e-12;
1,0,False,False,False,1.0,6.821210263296962e-13;,1.4559018921847493e-12;
1,0,False,False,False,1.0,0.0;,8.134767913360665e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,9.495403454739563e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,1.3853010579375966e-11;
1,0,False,False,False,1.0,4.912483899502068e-10;,4.912113442111432e-11;
1,0,False,False,False,1.0,4.547473508864641e-13;,1.7565260273684513e-11;
1,0,False,False,False,1.0,0.0;,7.499885442698834e-12;
1,0,False,False,False,1.0,0.0;,3.30560976097081e-11;
1,0,False,False,False,1.0,0.0;,1.4206761399521663e-11;
1,0,False,False,False,1.0,5.730610569474055e-10;,3.310610686312665e-12;
1,0,False,False,False,1.0,3.4926520881641396e-09;,1.1101797659406386e-11;
1,0,False,False,False,1.0,0.0;,1.0645362554641566e-11;
1,0,False,False,False,1.0,1.865174681370263e-13;,1.8189894035458565e-12;
1,0,False,False,False,1.0,2.2737367544323206e-13;,9.094947017729282e-13;
1,0,False,False,False,1.0,1.5118212295309867e-11;,8.735411353108496e-12;
1,0,False,False,False,1.0,2.3874235921539366e-12;,1.669765148811817e-11;
1,0,False,False,False,1.0,9.094947017729282e-13;,9.094947017729282e-12;
1,0,False,False,False,1.0,4.447280296591296e-10;,2.2208251624897056e-11;
1,0,False,False,False,1.0,2.033691978340166e-12;,1.8749713606747085e-12;
1,0,False,False,False,1.0,0.0;,3.637978807091713e-12;
1,0,False,False,False,1.0,2.9955270810128456e-09;,3.432062342492501e-11;
1,0,False,False,False,1.0,9.094947017729282e-13;,1.0655071049641248e-11;
1,0,False,False,False,1.0,4.547473508864641e-13;,5.532240293449121e-12;
1,0,False,False,False,1.0,6.558459564010244e-12;,9.140308630886366e-12;
1,0,False,False,False,1.0,3.221011150701958e-11;,6.1010759350204984e-12;
1,0,False,False,False,1.0,0.0;,3.1767284229450486e-11;
1,0,False,False,False,1.0,0.0;,4.3807065881236834e-11;
1,0,False,False,False,1.0,0.0;,1.0913936421275139e-11;
1,0,False,False,False,1.0,0.0;,3.970910528681311e-12;
1,0,False,False,False,1.0,0.0;,1.8189894035458565e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,1.251175171291616e-11;
1,0,False,False,False,1.0,0.0;,2.21476432887101e-11;
1,0,False,False,False,1.0,0.0;,3.6662903532026344e-12;
1,0,False,False,False,1.0,0.0;,4.067383956680332e-12;
1,0,False,False,False,1.0,0.0;,2.8760747774580336e-12;
