num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,localization_error,best_localization_error
2,0,False,False,False,1.0,5.515070977619566e-10;1.5916157281026244e-12;,7.332580706405269e-12;1.8189894035458565e-11;
2,0,False,False,False,1.0,7.717318452922491e-10;1.8189894035458565e-12;,1.4551915228366852e-11;7.499885442698834e-12;
2,0,False,False,False,1.0,9.374856803373542e-13;9.094947017729282e-12;,8.385126836667848e-12;8.134767913360665e-12;
2,0,False,False,False,0.5,2.033691978340166e-11;,9.094947017729282e-12;
2,0,False,False,False,1.0,1.4779288903810084e-12;3.494164541243398e-11;,1.0951766470309208e-11;3.279229782005122e-12;
2,0,False,False,False,0.5,3.5925040720030665e-11;,3.183231456205249e-12;
2,0,False,False,False,1.0,1.3985237067642557e-10;7.958078640513122e-13;,8.957483989248525e-12;1.8189894035458565e-12;
2,0,False,False,False,1.0,9.094947017729282e-13;9.094947017729282e-13;,1.546140993013978e-11;4.547473508864641e-12;
2,0,False,False,False,0.5,9.094947017729282e-13;,1.0277290130034089e-10;
2,0,False,False,False,1.0,1.1368683772161603e-12;4.067383956680332e-12;,2.169483276134372e-11;7.275957614183426e-12;
2,0,False,False,False,1.0,4.760750863461872e-11;1.0913087526539627e-09;,2.129072510928313e-11;1.8189894035458565e-11;
2,0,False,False,False,0.5,3.1511202438415135e-10;,3.049181871436342e-11;
2,0,False,False,False,1.0,6.057535140042715e-11;4.315760800713941e-10;,1.0913936421275139e-11;2.572439484307497e-11;
2,0,False,False,False,1.0,6.366462912410498e-12;0.0;,9.462679393748118e-12;8.348051665364355e-12;
2,0,False,False,False,1.0,4.067383956680332e-12;2.2737367544323206e-13;,3.637978807091713e-12;5.4569682106375694e-12;
2,0,False,False,False,1.0,0.0;21367.930635390123;,5.1448789686149945e-12;4.108863139873035e-11;
2,0,False,False,False,1.0,4.547473508864641e-13;4.547473508864641e-13;,1.0645362554641566e-11;1.1064480586898243e-11;
2,0,False,False,False,1.0,4.067383956680332e-12;20152.727005916433;,8.134767913360665e-12;8.118991502295761e-11;
2,0,False,False,False,1.0,9.296441813916781e-11;9.094947017729282e-13;,1.2732925824820995e-11;4.897778860262864e-12;
2,0,False,False,False,1.0,1.0231465249283885e-10;2.7284841053187847e-12;,5.1448789686149945e-12;1.4206761399521663e-11;
2,0,False,False,False,1.0,5.1448789686149945e-12;0.0;,1.9336122591511685e-11;3.624310710651348e-11;
2,0,False,False,False,1.0,2.033691978340166e-12;4.547473508864641e-13;,6.1010759350204984e-12;6.599322635764742e-11;
2,0,False,False,False,1.0,0.0;6.821210263296962e-13;,1.9336122591511685e-11;1.124982816404825e-11;
2,0,False,False,False,1.0,21887.01373184432;4.547473508864641e-13;,5.64766185425834e-11;5.459999017986278e-11;
2,0,False,False,False,1.0,1.8189894035458565e-12;3.0119520603740634e-10;,8.134767913360665e-12;1.0998871059607903e-11;
2,0,False,False,False,1.0,0.0;1.4665161412810538e-11;,1.2862197421537486e-11;9.094947017729282e-12;
2,0,False,False,False,1.0,9.094947017729282e-12;2.290024762792643e-09;,5.823607568738997e-12;2.5724394843074972e-12;
2,0,False,False,False,1.0,4.764120421622444e-10;5.560948408346812e-10;,2.123236759858401e-11;1.5647538506605318e-11;
2,0,False,False,False,1.0,0.0;2.2737367544323206e-13;,2.8760747774580336e-12;2.033691978340166e-12;
2,0,False,False,False,1.0,7.332580706405269e-12;0.0;,1.4999770885397668e-11;7.386530525490144e-11;
2,0,False,False,False,1.0,1.8189894035458565e-12;1.4972448624323144e-10;,7.275957614183426e-12;9.106308604942018e-12;
2,0,False,False,False,1.0,0.0;1.8189894035458565e-12;,1.0913936421275139e-11;2.961100216652941e-11;
2,0,False,False,False,1.0,8.134767913360665e-12;9.094947017729282e-13;,4.108863139873035e-11;3.918223088210291e-11;
