k,consistency_thresh,method_thresh,prune,max_time_offset,measurement_variance,success_rate,theta_error,std
4,3500,0.95,False,0,10.0,True,0.4244600856847285,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2978198824467384,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.9309722139634573,3.1622776601683795
4,3500,0.95,False,0,10.0,True,2.901378978769287,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0273813914596345,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0702796841156327,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.047299700814591,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0579719865265131,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.5975023075951924,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1313706499455307,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0538019170385553,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0891002113544132,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2565075823375498,3.1622776601683795
4,3500,0.95,False,0,10.0,True,4.83274737671438,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1714379799569823,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0828519776497032,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.37639481962335,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.3198562851060842,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0461895799517151,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0146587735026457,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0727428326324712,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0416408736024038,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0054902545768911,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2223474585560438,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.8562577945442946,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.5307946500888647,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0849452539990096,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0034986678607253,3.1622776601683795
4,3500,0.95,False,0,10.0,True,4.329984131792607,3.1622776601683795
4,3500,0.95,False,0,100.0,True,1.266150434974307,10.0
4,3500,0.95,False,0,100.0,True,0.180040311498729,10.0
4,3500,0.95,False,0,100.0,True,0.4237897742361554,10.0
4,3500,0.95,False,0,100.0,True,0.5361457380923014,10.0
4,3500,0.95,False,0,100.0,True,0.0833235778083434,10.0
4,3500,0.95,False,0,100.0,True,0.0677064972787917,10.0
4,3500,0.95,False,0,100.0,True,0.0520896838922908,10.0
4,3500,0.95,False,0,100.0,True,0.2361006132974097,10.0
4,3500,0.95,False,0,100.0,True,0.19290516629178,10.0
4,3500,0.95,False,0,100.0,True,5.215253606448201,10.0
4,3500,0.95,False,0,100.0,True,0.3855935914018999,10.0
4,3500,0.95,False,0,100.0,True,3.75571232182152,10.0
4,3500,0.95,False,0,100.0,True,1.2886288923519942,10.0
4,3500,0.95,False,0,100.0,True,0.2971745004541049,10.0
4,3500,0.95,False,0,100.0,True,2.056670202214036,10.0
4,3500,0.95,False,0,100.0,True,0.5197090250833867,10.0
4,3500,0.95,False,0,100.0,True,0.2169398904406705,10.0
4,3500,0.95,False,0,100.0,True,0.2325992354945611,10.0
4,3500,0.95,False,0,100.0,True,0.2028693119562206,10.0
4,3500,0.95,False,0,100.0,True,0.0034458944861874,10.0
4,3500,0.95,False,0,100.0,True,0.0081458459556813,10.0
4,3500,0.95,False,0,100.0,True,1.635184890498195,10.0
4,3500,0.95,False,0,100.0,True,0.3519499141174833,10.0
4,3500,0.95,False,0,100.0,True,1.3249194230980663,10.0
4,3500,0.95,False,0,100.0,True,0.0013508369869867,10.0
4,3500,0.95,False,0,100.0,True,0.056908307242665,10.0
4,3500,0.95,False,0,100.0,True,0.042854816822583,10.0
4,3500,0.95,False,0,100.0,True,0.1329346932318316,10.0
4,3500,0.95,False,0,100.0,True,0.1694187614242253,10.0
4,3500,0.95,False,0,100.0,True,0.7641256587529028,10.0
4,3500,0.95,False,0,100.0,True,0.1140202731320982,10.0
4,3500,0.95,False,0,100.0,True,0.1138267353960316,10.0
4,3500,0.95,False,0,100.0,True,1.0189580916409398,10.0
4,3500,0.95,False,0,100.0,True,0.6542624388299956,10.0
4,3500,0.95,False,0,100.0,True,7.265017603703072,10.0
4,3500,0.95,False,0,100.0,True,0.2284407649557351,10.0
4,3500,0.95,False,0,100.0,True,0.2381485284915356,10.0
4,3500,0.95,False,0,100.0,True,0.170965230102297,10.0
4,3500,0.95,False,0,100.0,True,0.2204159740012556,10.0
4,3500,0.95,False,0,100.0,True,0.5584476897030299,10.0
4,3500,0.95,False,0,100.0,True,1.8721968685291015,10.0
4,3500,0.95,False,0,100.0,True,0.568023778821825,10.0
4,3500,0.95,False,0,100.0,True,0.7666229912612152,10.0
4,3500,0.95,False,0,100.0,True,0.8261065726138099,10.0
4,3500,0.95,False,0,100.0,True,0.2849465372628899,10.0
4,3500,0.95,False,0,100.0,True,0.8077281041119875,10.0
4,3500,0.95,False,0,100.0,True,0.0322504612920937,10.0
4,3500,0.95,False,0,100.0,True,0.0757844438990247,10.0
4,3500,0.95,False,0,100.0,True,0.0840480034779105,10.0
4,3500,0.95,False,0,100.0,True,2.912934499358656,10.0
4,3500,0.95,False,0,100.0,True,0.5047064381095936,10.0
4,3500,0.95,False,0,100.0,True,0.1769117374690836,10.0
4,3500,0.95,False,0,100.0,True,0.0076270004640162,10.0
4,3500,0.95,False,0,100.0,True,0.1103554786100948,10.0
4,3500,0.95,False,0,100.0,True,0.0082914226951622,10.0
4,3500,0.95,False,0,100.0,True,0.1277628797203363,10.0
4,3500,0.95,False,0,100.0,True,0.9180207293039756,10.0
4,3500,0.95,False,0,100.0,True,0.7546038202661407,10.0
4,3500,0.95,False,0,100.0,True,0.0098335063066681,10.0
4,3500,0.95,False,0,100.0,True,0.1733243660285834,10.0
4,3500,0.95,False,0,100.0,True,0.0476750079764087,10.0
4,3500,0.95,False,0,100.0,True,0.75894297610688,10.0
4,3500,0.95,False,0,100.0,True,0.1829565350163156,10.0
4,3500,0.95,False,0,100.0,True,0.5172529403710371,10.0
4,3500,0.95,False,0,100.0,True,3.055747844051268,10.0
4,3500,0.95,False,0,100.0,True,0.0077726759490701,10.0
4,3500,0.95,False,0,100.0,True,0.1497504116424153,10.0
4,3500,0.95,False,0,100.0,True,0.0491184699084499,10.0
4,3500,0.95,False,0,100.0,True,0.0481066351676098,10.0
4,3500,0.95,False,0,100.0,True,0.194719368911457,10.0
4,3500,0.95,False,0,100.0,True,0.4673734734537973,10.0
4,3500,0.95,False,0,100.0,True,0.3589217973828624,10.0
4,3500,0.95,False,0,100.0,True,4.7394255505189165,10.0
4,3500,0.95,False,0,100.0,True,0.0269713032303116,10.0
4,3500,0.95,False,0,100.0,True,4.173434513563507,10.0
4,3500,0.95,False,0,100.0,True,1.6101625847948675,10.0
4,3500,0.95,False,0,100.0,True,0.56623178275089,10.0
4,3500,0.95,False,0,100.0,True,0.9719664434123558,10.0
4,3500,0.95,False,0,100.0,True,3.3488472586016518,10.0
4,3500,0.95,False,0,100.0,True,0.1624845292429597,10.0
4,3500,0.95,False,0,100.0,True,1.7246988568655723,10.0
