k,consistency_thresh,method_thresh,prune,max_time_offset,std,success_rate,theta,theta_hat,num_OOB,best_theta_hat
4,2,0.95,False,10,0,True,88.17993633114229,88.17993633114229,0,88.17993633114229
4,2,0.95,False,10,0,True,56.920047161718124,56.920047161718145,0,56.920047161718145
4,2,0.95,False,10,0,True,-84.58997338427626,-84.58997338427626,0,-84.58997338427626
4,2,0.95,False,10,0,True,-2.8360135916074203,-2.8360135916074154,0,-2.8360135916074154
4,2,0.95,False,10,0,True,25.36463732016642,25.36463732016643,0,25.36463732016643
4,2,0.95,False,10,0,True,-20.622151797702333,-20.62215179770234,0,-20.62215179770234
4,2,0.95,False,10,0,True,-30.901043682232483,-30.90078554530325,0,-30.901043682232473
4,2,0.95,False,10,0,True,-74.51467866238545,-74.51467866238545,0,-74.51467866238545
4,2,0.95,False,10,0,True,77.99635181897504,77.99635181897503,0,77.99635181897503
4,2,0.95,False,10,0,True,-63.3367094575889,-63.3367094575889,0,-63.3367094575889
4,2,0.95,False,10,0,True,-28.499774423241544,-28.499774423241572,0,-28.499774423241572
4,2,0.95,False,10,0,True,-68.7606429898256,-68.76064298982554,0,-68.76064298982554
4,2,0.95,False,10,0,True,79.30048481963385,79.30048481963387,0,79.30048481963387
4,2,0.95,False,10,0,True,5.445249815399199,5.445249815399221,0,5.445249815399221
4,2,0.95,False,10,0,True,-73.29298825221096,-73.29298825221096,0,-73.29298825221096
4,2,0.95,False,10,0,True,-88.10055099061258,-88.1005509906126,0,-88.1005509906126
4,2,0.95,False,10,0,True,-47.44864126138753,-47.44864126138751,0,-47.44864126138751
4,2,0.95,False,10,0,True,-69.78149321928004,-69.78149321928002,0,-69.78149321928002
4,2,0.95,False,10,0,True,-9.481402302324792,-9.481402302324767,0,-9.481402302324767
4,2,0.95,False,10,0,True,-26.915005624475338,-26.915005624475306,0,-26.915005624475235
4,2,0.95,False,10,0,True,-46.0838591744017,-46.08385917440169,0,-46.08385917440169
4,2,0.95,False,10,0,True,52.065913078613654,52.06591307861363,0,52.06591307861363
4,2,0.95,False,10,0,True,-7.335518733004733,-7.335518733004733,0,-7.335518733004733
4,2,0.95,False,10,0,True,38.16401480506847,38.16401480506845,0,38.16401480506845
4,2,0.95,False,10,0,True,11.790952701256176,11.790952701256188,0,11.790952701256188
4,2,0.95,False,10,0,True,84.80127328633428,84.80127328633424,0,84.80127328633424
4,2,0.95,False,10,0,True,17.60471110707306,17.60471110707307,0,17.60471110707307
4,2,0.95,False,10,0,True,-16.21488699420507,-16.21488699420507,0,-16.214886994205056
4,2,0.95,False,10,0,True,25.608495472207313,25.608495472207323,0,25.608495472207323
4,2,0.95,False,10,0,True,12.72854862533588,12.728548625335886,0,12.728548625335886
4,2,0.95,False,10,0,True,8.719772471254364,8.71977247125437,0,8.719772471254347
4,2,0.95,False,10,0,True,16.47327849814731,16.47327849814733,0,16.47327849814733
4,2,0.95,False,10,0,True,-82.78832303738842,-82.78832303738842,0,-82.78832303738842
4,2,0.95,False,10,0,True,-10.428032417561509,-10.428032417561491,0,-10.428032417561491
4,2,0.95,False,10,0,True,35.63136594091959,35.631365940919544,0,35.631365940919544
4,2,0.95,False,10,0,True,11.811807842830975,11.811807842830946,0,11.811807842830946
4,2,0.95,False,10,0,True,51.738197404439944,51.73819740443996,0,51.73819740443996
4,2,0.95,False,10,0,True,-82.41684655034092,-82.4168465503409,0,-82.4168465503409
4,2,0.95,False,10,0,True,-18.94596253322069,-18.945962533220644,0,-18.945962533220644
4,2,0.95,False,10,0,True,13.659632648078576,13.659632648078599,0,13.659632648078599
4,2,0.95,False,10,0,True,-38.85933758626751,-38.85933758626752,0,-38.85933758626752
4,2,0.95,False,10,0,True,55.16337878500166,55.16337878500161,0,55.16337878500161
4,2,0.95,False,10,0,True,39.98653310317421,39.986533103174175,0,39.986533103174175
4,2,0.95,False,10,0,True,49.66091283017807,49.6609128301781,0,49.6609128301781
4,2,0.95,False,10,0,True,42.19834303065614,42.1983430306561,0,42.198343030656105
4,2,0.95,False,10,0,True,11.437572393734769,11.437572393734794,0,11.437572393734794
4,2,0.95,False,10,0,True,47.848717165095636,47.84871716509564,0,47.84871716509564
4,2,0.95,False,10,0,True,-69.36544264329774,-69.36544264329771,0,-69.36544264329771
4,2,0.95,False,10,0,True,74.39949148321865,74.39949148321865,0,74.39949148321865
4,2,0.95,False,10,0,True,56.278369150987444,56.27836915098744,0,56.27836915098744
4,2,0.95,False,10,0,True,-34.408069835785476,-34.408069835785476,0,-34.408069835785476
4,2,0.95,False,10,0,True,-30.492887525309534,-30.492887525309516,0,-30.492887525309516
4,2,0.95,False,10,0,True,46.16659000201076,46.166590002010736,0,46.166590002010736
4,2,0.95,False,10,0,True,84.7303498854737,84.73034988547367,0,84.73034988547367
4,2,0.95,False,10,0,True,-17.956544834665117,-17.95654483466512,0,-17.95654483466512
4,2,0.95,False,10,0,True,11.010781352312897,11.010781352312904,0,11.010781352312904
4,2,0.95,False,10,0,True,17.700238664718427,17.70023866471839,0,17.70023866471839
4,2,0.95,False,10,0,True,89.53929022302692,89.5392902230269,0,89.53929022302688
4,2,0.95,False,10,0,True,81.10510832127346,81.10510832127346,0,81.10510832127346
4,2,0.95,False,10,0,True,8.33212451856003,8.332124518560068,0,8.332124518560068
4,2,0.95,False,10,0,True,-11.32717345173303,-11.327173451733007,0,-11.327173451733007
4,2,0.95,False,10,0,True,-23.715927367555256,-23.71592736755521,0,-23.71592736755521
4,2,0.95,False,10,0,True,-79.46635844328898,-79.46635844328901,0,-79.46635844328901
4,2,0.95,False,10,0,True,79.9686615861286,79.96866158612856,0,79.96866158612856
4,2,0.95,False,10,0,True,-24.789727632653676,-24.789727632653648,0,-24.789727632653648
4,2,0.95,False,10,0,True,12.067888815535905,12.067888815535893,0,12.067888815535893
4,2,0.95,False,10,0,True,-72.61486828956124,-72.61486828956124,0,-72.61486828956124
4,2,0.95,False,10,0,True,6.036196073771475,6.036196073771475,0,6.036196073771475
4,2,0.95,False,10,0,True,50.52111753139126,50.52111753139126,0,50.52111753139126
4,2,0.95,False,10,0,True,-44.41198170348544,-44.41198170348544,0,-44.41198170348544
4,2,0.95,False,10,0,True,-88.81121883434766,-88.81121883434767,0,-88.81121883434767
4,2,0.95,False,10,0,True,5.807732598059575,5.807732598059596,0,5.807732598059596
4,2,0.95,False,10,0,True,37.19066145696598,37.190661456965955,0,37.190661456965955
4,2,0.95,False,10,0,True,-17.180508152088354,-17.18050815208835,0,-17.18050815208835
4,2,0.95,False,10,0,True,11.562080661295834,11.56208066129585,0,11.56208066129585
4,2,0.95,False,10,0,True,24.698646957159056,24.69864695715902,0,24.69864695715902
4,2,0.95,False,10,0,True,77.43820397665498,77.43820397665498,0,77.43820397665498
4,2,0.95,False,10,0,True,-86.48550538491078,-86.4855053849108,0,-86.4855053849108
4,2,0.95,False,10,0,True,49.31828986052679,49.31828986052678,0,49.31828986052678
4,2,0.95,False,10,0,True,-47.16179026611375,-47.16179026611373,0,-47.16179026611373
4,2,0.95,False,10,0,True,81.91605868492805,81.91605868492805,0,81.91605868492805
4,2,0.95,False,10,0,True,21.402644862753252,21.402644862753284,0,21.402644862753284
4,2,0.95,False,10,0,True,-8.869952709734099,-8.869952709734077,0,-8.869952709734077
4,2,0.95,False,10,0,True,34.180072198301204,34.18007219830121,0,34.18007219830121
4,2,0.95,False,10,0,True,-38.77511627464981,-38.775116274649754,0,-38.775116274649754
4,2,0.95,False,10,0,True,-63.68804440017965,-63.68804440017965,0,-63.68804440017965
4,2,0.95,False,10,0,True,-77.87366318034931,-77.87366318034933,0,-77.87366318034933
4,20,0.95,False,0,15,True,-28.179135317697202,-28.23135936022326,0,-28.339351711235746
4,20,0.95,False,0,15,True,57.9225792607811,57.88987399571897,0,57.83404110550176
4,20,0.95,False,0,15,True,26.414971600645195,26.21577935563944,0,26.14437454671164
4,20,0.95,False,0,15,True,-19.946700157170884,-19.689348392422684,0,-19.799528696586858
4,20,0.95,False,0,15,True,8.636154516629762,8.801075408546328,0,8.701195058094592
4,20,0.95,False,0,15,True,59.931725553291635,59.99998898589686,0,60.01450238979196
4,20,0.95,False,0,15,True,41.20560531272074,41.317917843422755,0,41.308610463963056
4,20,0.95,False,0,15,True,-50.64319537088241,-50.70872219903504,0,-50.715100996495025
4,20,0.95,False,0,15,True,66.65509391900429,67.29571320534097,0,66.6781426140764
4,20,0.95,False,0,15,True,-85.2161389088774,-85.18521602895039,0,-85.19478340581281
4,20,0.95,False,0,15,True,-58.49765276757534,-58.53686989082129,0,-58.55671422717046
4,20,0.95,False,0,15,True,-71.91473116905287,-72.10416606566044,0,-71.80201558249034
4,20,0.95,False,0,15,True,-32.29115967310441,-32.186678269288194,0,-32.21034426827252
4,20,0.95,False,0,15,True,11.994875885724403,11.864796650934,0,11.86975814011138
4,20,0.95,False,0,15,True,-38.0608646929596,-38.03957476981008,0,-38.125860831131156
4,20,0.95,False,0,15,True,0.9259691780971351,0.6547177466587784,0,0.8511173599089592
4,20,0.95,False,0,15,True,-50.68682240231469,-50.689706380516945,0,-50.39547973867618
4,20,0.95,False,0,15,True,-52.891195153584036,-52.93154942226544,0,-53.05743676723262
4,20,0.95,False,0,15,True,17.31300856357754,17.33393881448726,0,17.357182646286304
4,20,0.95,False,0,15,True,8.879910213485337,8.846467385876597,0,8.942803800672419
4,20,0.95,False,0,15,True,40.375066852322256,40.34869932558978,0,40.34768751617681
4,20,0.95,False,0,15,True,26.256129267877064,26.37505217937301,0,26.384191222949976
4,20,0.95,False,0,15,True,-71.64844948969635,-71.80504317122644,0,-71.80053270048697
4,20,0.95,False,0,15,True,-5.508003323624984,-5.571562255563724,0,-5.571562255563724
4,20,0.95,False,0,15,True,-59.59570760147695,-59.41411303398813,0,-59.296690989255495
4,20,0.95,False,0,15,True,-10.316116799715413,-10.298975517467143,0,-10.193651503988036
4,20,0.95,False,0,15,True,86.72305588927328,86.49844572876238,0,86.50039807146716
4,20,0.95,False,0,15,True,-5.238682808022646,-5.204928993257661,0,-5.1694330040841034
4,20,0.95,False,0,15,True,-74.5166982981917,-74.67208141938933,0,-74.65988672326095
4,20,0.95,False,0,15,True,-14.900594235007906,-14.882101349619054,0,-14.874306149624736
4,20,0.95,False,0,15,True,27.30406375915757,27.413084703028854,0,27.2917551226617
4,20,0.95,False,0,15,True,76.56995746372478,76.72031188627753,0,76.70116488745359
4,20,0.95,False,0,15,True,-23.448510024239297,-23.515263561818163,0,-23.634244943940118
4,20,0.95,False,0,15,True,17.915879366575027,18.070515956037056,0,18.018564472401426
4,20,0.95,False,0,15,True,17.19331672408507,17.06020348163565,0,17.112564822106634
4,20,0.95,False,0,15,True,-56.60363905283135,-56.65506618247238,0,-56.65480348129736
4,20,0.95,False,0,15,True,17.354423106474957,17.214882451115994,0,17.202414065126028
4,20,0.95,False,0,15,True,-30.62190054573247,-30.668224848503773,0,-30.459380840960073
4,20,0.95,False,0,15,True,83.68232017315042,83.72205755087066,0,83.75050808562327
4,20,0.95,False,0,15,True,63.1219727010652,63.10191908517944,0,63.12730843450327
4,20,0.95,False,0,15,True,-64.17721945222466,-64.07836588200304,0,-64.06518922965776
4,20,0.95,False,0,15,True,-44.55925592384281,-44.45577696308028,0,-44.51857527161576
4,20,0.95,False,0,15,True,-50.549886796441506,-50.5774708111102,0,-50.544055604921574
4,20,0.95,False,0,15,True,-60.76172214475299,-60.66279425705006,0,-60.70426257937213
4,20,0.95,False,0,15,True,-32.89704891220693,-32.83611745197035,0,-32.66709583657415
4,20,0.95,False,0,15,True,6.156912973348631,6.414110084669447,0,6.3135883648662245
4,20,0.95,False,0,15,True,-22.917671578983175,-22.997862469901353,0,-22.930500285619985
4,20,0.95,False,0,15,True,52.6380782678963,52.55982181906553,0,52.51295953412057
4,20,0.95,False,0,15,True,44.97325222443312,45.10875222125851,0,45.06026041381222
4,20,0.95,False,0,15,True,45.92850849774766,45.849368369420674,0,45.90267040805569
4,20,0.95,False,0,15,True,74.35166226683006,74.24235322873541,0,74.23064312657151
4,20,0.95,False,0,15,True,38.587754796382555,38.62394650484647,0,38.63882183116995
4,20,0.95,False,0,15,True,7.555777244832624,7.4493550750208755,0,7.509215258548062
4,20,0.95,False,0,15,True,47.689675960269426,47.66555597127646,0,47.70983653198063
4,20,0.95,False,0,15,True,-73.27514604538058,-73.44975240206503,0,-73.36777315968615
4,20,0.95,False,0,15,True,-86.99416862440884,-83.74714300103966,0,-87.16057015619756
4,20,0.95,False,0,15,True,-60.37973594105609,-60.301485570952515,0,-60.29064148825573
4,20,0.95,False,0,15,True,0.8475126583515371,1.6177709311623119,0,0.8269684073932785
4,20,0.95,False,0,15,True,12.59228035020905,12.55274408827699,0,12.579560161878115
4,20,0.95,False,0,15,True,81.38165184403965,81.26359377727252,0,81.2652602348628
4,20,0.95,False,0,15,True,27.37473884283536,27.441076264603332,0,27.56607983901722
4,20,0.95,False,0,15,True,4.291641060548732,4.323371689635585,0,4.2796921825046335
4,20,0.95,False,0,15,True,0.3372746851342782,0.11192153772055345,0,0.16357197035058127
4,20,0.95,False,0,15,True,53.90093907888928,45.693083019352734,0,53.98764020174201
4,20,0.95,False,0,15,True,-54.87045112267016,-54.94566358732097,0,-54.826108074430444
4,20,0.95,False,0,15,True,26.261538225117857,26.252005147421954,0,26.319127071320285
4,20,0.95,False,0,15,True,41.49653958988838,41.484995451375845,0,41.46469781461173
4,20,0.95,False,0,15,True,-89.4202047234893,-89.36651033380171,0,-89.4253777963777
4,20,0.95,False,0,15,True,63.08478603293236,63.026207008213234,0,63.08384105146638
4,20,0.95,False,0,15,True,64.63295057878464,64.71460092605246,0,64.55617014634268
4,20,0.95,False,0,15,True,-12.188397204516292,-12.143822619925002,0,-12.199066786440873
4,20,0.95,False,0,15,True,-6.050426619031614,-6.1225904347224915,0,-6.1866721271139244
4,20,0.95,False,0,15,True,71.73050394553232,71.74286961799164,0,71.70487248491703
4,20,0.95,False,0,15,True,39.57491501374629,39.312324908116445,0,39.37073999190954
4,20,0.95,False,0,15,True,66.5038664508889,66.36369744128658,0,66.43891519787242
4,20,0.95,False,0,15,True,48.50869008254691,48.17955916762542,0,48.70354061333657
4,20,0.95,False,0,15,True,-30.66303690845017,-30.60829996656571,0,-30.597090387935747
4,20,0.95,False,0,15,True,-70.60973546036635,-70.58234460836348,0,-70.66758764657725
4,20,0.95,False,0,15,True,-80.45355948389403,-80.29537247243032,0,-80.26891514811801
4,20,0.95,False,0,15,True,-9.532735888001076,-9.631929455071907,0,-9.539787192991435
4,20,0.95,False,0,15,True,29.025313504783625,28.939918276151705,0,28.93082942185714
4,20,0.95,False,0,15,True,24.18709690381299,24.141878118037354,0,24.154294041760302
4,20,0.95,False,0,15,True,47.0799436367607,47.38887537973361,0,47.361626842139465
4,20,0.95,False,0,15,True,57.94251493066122,45.622549465108136,0,57.86405040490195
4,20,0.95,False,0,15,True,-51.713084462035816,-51.75729494551147,0,-51.783737065379825
4,20,0.95,False,0,15,True,25.18362186647101,25.04497339696847,0,24.999387201515226
4,20,0.95,False,0,15,True,36.72802235771843,36.76300444673625,0,36.78033039688692
4,20,0.95,False,0,15,True,-38.58714603811573,-38.61186537409239,0,-38.59318656913047
4,20,0.95,False,0,15,True,88.49779638398476,88.0447062764182,0,88.23362617759425
4,20,0.95,False,0,15,True,-4.209092825028586,-4.147296495360767,0,-4.144240719510587
4,20,0.95,False,0,15,True,40.72823427627793,40.56976874288659,0,40.6182775943845
4,20,0.95,False,0,15,True,-79.68399516677937,-79.68632574341294,0,-79.67917688683004
4,20,0.95,False,0,15,True,-74.4336414482668,-74.67166746203468,0,-74.57536939784228
4,20,0.95,False,0,15,True,34.820492230082635,34.87005629444795,0,34.86784214327391
4,20,0.95,False,0,15,True,71.97664662466025,71.94698989810617,0,72.04292507133327
4,20,0.95,False,0,15,True,75.08132583251812,75.19317274908732,0,75.09157324635231
4,20,0.95,False,0,15,True,-51.808055359167845,-51.63839513244448,0,-51.72181223590813
4,20,0.95,False,0,15,True,8.029727480739584,8.091494176737655,0,8.093396277526175
4,20,0.95,False,0,15,True,71.20876938774758,71.2272236751081,0,71.21502142367802
4,20,0.95,False,0,15,True,-47.802641786169936,-47.96741924087819,0,-47.97449733569589
4,20,0.95,False,10,15,True,-46.506768431434175,-46.37921374706239,0,-46.55596082014396
4,20,0.95,False,10,15,True,2.029091164878553,1.862829664775106,0,1.933255933433328
4,20,0.95,False,10,15,True,-75.9890989686946,-75.97022288310936,0,-75.967671670734
4,20,0.95,False,10,15,True,52.977788497587724,52.97954746157728,0,52.973371820908305
4,20,0.95,False,10,15,True,-77.8656710035078,-78.04090478938836,0,-77.96322570368187
4,20,0.95,False,10,15,True,-55.8146255960888,-55.78641846791852,0,-55.77041008369695
4,20,0.95,False,10,15,True,-62.77129808495426,-62.68771820800189,0,-62.71342047821223
4,20,0.95,False,10,15,True,19.004970086091664,19.05389221555925,0,19.091744757091767
4,20,0.95,False,10,15,True,51.5430753138236,51.60113132187957,0,51.45315003035552
4,20,0.95,False,10,15,True,-60.59062357242845,-60.29148973188801,0,-60.361841401843584
4,20,0.95,False,10,15,True,-28.93747842436838,-29.00906784586648,0,-29.020095558899023
4,20,0.95,False,10,15,True,64.46325204647125,64.45609875988875,0,64.45825561990617
4,20,0.95,False,10,15,True,69.8834277301345,60.6511423557618,0,69.79081199639319
4,20,0.95,False,10,15,True,-13.566023603170274,-7.461058221544406,0,-13.52881778244613
4,20,0.95,False,10,15,True,-18.824510205172782,-18.663649551883772,0,-18.67434477165795
4,20,0.95,False,10,15,True,76.40464791822417,76.42964849476735,0,76.44963013642221
4,20,0.95,False,10,15,True,39.53835774030395,39.57259447388775,0,39.68398725772964
4,20,0.95,False,10,15,True,2.146065765369225,2.1347175836005268,0,2.071102019497395
