k,consistency_thresh,method_thresh,prune,max_time_offset,measurement_variance,success_rate,theta_error,std
4,1000,0.95,False,0,100.0,True,0.0978825449073212,10.0
4,1000,0.95,False,0,100.0,True,0.1514294937697613,10.0
4,1000,0.95,False,0,100.0,True,0.0172534687020657,10.0
4,1000,0.95,False,0,100.0,True,0.0272979012373895,10.0
4,1000,0.95,False,0,100.0,True,0.3644687079096513,10.0
4,1000,0.95,False,0,100.0,True,0.0140739811680816,10.0
4,1000,0.95,False,0,100.0,True,0.0533789171046894,10.0
4,1000,0.95,False,0,100.0,True,0.0162752073443286,10.0
4,1000,0.95,False,0,100.0,True,0.1211683352798047,10.0
4,1000,0.95,False,0,100.0,True,0.0866769049014841,10.0
4,1000,0.95,False,0,100.0,True,0.1435701573735599,10.0
4,1000,0.95,False,0,1000.0,True,0.2243197586160477,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1581652792086458,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.3135748028326475,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1807372819651647,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0028822267739769,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1890456406462464,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.4727961591676202,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0585344906489453,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0882262081087432,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0797925184037708,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1505073933577705,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1959815972636249,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.3112507765304144,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0309926661450621,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1174586979617089,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.2171022419832695,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1740119342274823,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0939008747486482,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0741970801707267,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.2715667633479413,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0278098839419556,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.0199129251606287,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1256169808839544,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1603365765124778,31.622776601683793
4,1000,0.95,False,0,1000.0,True,0.1981446379640843,31.622776601683793
