method_thresh,num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,n_delete,loc_error_0,loc_error_1,loc_error_2,loc_error_3,best_loc_error_0,best_loc_error_1,best_loc_error_2,best_loc_error_3
inf,4,0,False,False,False,1.0,3,5.675051991938593e-10,3.2155493553843715e-13,5.499435529803952e-12,1.2980382974544719e-09,5.675051991938593e-10,2.2737367544323206e-13,1.2986699814861343e-11,2.2737367544323206e-13
inf,4,0,False,False,False,1.0,3,0.0,1.766972897947618e-10,4.547473508864641e-13,0.0,0.0,2.0684372711437397e-10,3.410605131648481e-13,0.0
inf,4,0,False,False,False,1.0,3,2.2737367544323206e-13,2.2737367544323206e-13,8.922110575490849e-10,9.374856803373542e-13,4.547473508864641e-13,3.2155493553843715e-13,7.460074504491742e-10,1.016845989170083e-12
inf,4,0,False,False,False,1.0,3,0.0,2.5421149729252077e-13,9.052214062373597e-12,1.099221167137472e-09,2.2737367544323206e-13,0.0,5.225886040789739e-12,1.0698075198390292e-09
inf,4,0,False,False,False,1.0,3,9.094947017729282e-13,5.084229945850415e-13,1.016845989170083e-12,2.2737367544323206e-13,0.0,2.5421149729252077e-13,1.1368683772161603e-13,0.0
inf,4,0,False,False,False,1.0,3,0.0,0.0,1.1368683772161603e-13,2.2737367544323206e-13,0.0,0.0,6.821210263296962e-13,9.094947017729282e-13
inf,4,0,False,False,False,1.0,3,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13
inf,4,0,False,False,False,1.0,3,0.0,2.338034781144628e-09,3.410605131648481e-13,7.251045971816882e-12,2.2737367544323206e-13,2.2851878455357565e-09,0.0,7.279509460923746e-12
inf,4,0,False,False,False,1.0,3,9.094947017729282e-13,2.2737367544323206e-13,1.1368683772161603e-13,0.0,2.2737367544323206e-13,0.0,1.1368683772161603e-13,2.2737367544323206e-13
inf,4,0,False,False,False,1.0,3,9.811404627969507e-11,2.2737367544323206e-13,9.713407672867936e-13,0.0,8.30234668295921e-11,4.547473508864641e-13,9.374856803373542e-13,2.2737367544323206e-13
inf,4,0,False,False,False,1.0,3,2.2737367544323206e-13,2.2737367544323206e-13,9.374856803373542e-13,1.016845989170083e-12,4.547473508864641e-13,2.2737367544323206e-13,4.547473508864641e-13,9.374856803373542e-13
inf,4,0,False,False,False,1.0,3,9.374856803373542e-13,2.2737367544323206e-13,3.410605131648481e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,2.2737367544323206e-13
inf,4,0,False,False,False,1.0,3,2.2737367544323206e-13,3.2155493553843715e-13,1.0725194820289065e-12,2.2737367544323206e-13,9.374856803373542e-13,0.0,9.094947017729282e-13,1.1368683772161603e-13
inf,4,0,False,False,False,1.0,3,2.2737367544323206e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,5.084229945850415e-13,6.821210263296962e-13,1.1368683772161603e-13
inf,4,15,False,False,False,1.0,1,7.393660366307286,5.497469135241404,14.660942017911394,3.146770708347676,7.393660366307286,5.497469135241404,17.05392750646794,3.146770633373752
inf,4,15,False,False,False,1.0,1,14.202521969508927,3.5743670916072636,6.596854590365663,3.9849170551596647,14.202521969508927,3.5743669499002833,3.0202607480455104,3.984917043851134
inf,4,15,False,False,False,1.0,1,6.934661558757268,5.290639305765073,4.182498799981407,13.909666752134232,6.934661547535794,5.290639419140139,4.182497454069958,13.909666785043154
inf,4,15,False,False,False,1.0,1,12.903015155093808,1.280670276450868,6.565745156289199,8.687562642223805,12.903015166738271,1.2806699755045847,6.565748450854426,8.687562621542819
inf,4,15,False,False,False,1.0,1,8.359568491725252,3.7068172183842214,3.4219913681622534,3.076664327108155,8.359568489126513,3.7068171800484975,3.4219910984975943,3.076664282499655
inf,4,15,False,False,False,1.0,1,4.2162862835345685,6.043734304259382,6.8890513557692925,15.285508690762713,4.216286551507936,6.043734412044705,6.889051825407365,15.285508848724039
inf,4,15,False,False,False,1.0,1,5.017544019804168,3.9269311293247076,6.879655879491851,1.1068673999814673,5.017544031062174,3.926931069782533,6.879656099845295,1.1068673684960963
inf,4,15,False,False,False,1.0,1,8.136069699341547,2.823123760211313,7.330382262032286,4.667665223380049,8.136069698150184,2.8231233351425122,7.330381524728985,4.667665322006424
inf,4,15,False,False,False,1.0,1,9.83532986508085,4.853180648933633,13.380425160006011,1.3354706278343786,9.835330101694836,4.853180648933633,13.38042539137919,1.3354707607542577
inf,4,15,False,False,False,1.0,1,10.01301660753768,13.201096022604556,3.817102984167533,0.5556699590379676,10.013016740001687,11.323033050772464,1.4999186581614676,0.5556699988370648
inf,4,15,False,False,False,1.0,1,14.688057324712085,13.642042749125046,2.5813065641115944,4.712846236879843,14.688057063020594,13.642041678791612,2.581310419542194,4.712846257065489
inf,4,15,False,False,False,1.0,1,6.988030566864263,1.8675692169459968,5.669691754166074,13.792284733658422,6.988030548659248,1.5781401005440077,4.927032216569276,13.792284545775443
inf,4,15,False,False,False,1.0,1,0.5842233475047114,5.553543760720036,8.790293197087097,0.822162352861122,0.5842234682315349,5.553545001294614,8.790288211472816,0.8221622466992597
inf,4,15,False,False,False,1.0,1,4.8127631923149155,9.703060136817797,11.095607400022953,2.248445962017865,4.8127630904699155,9.703060136817797,11.095599180611877,2.2484460427006785
inf,4,15,False,False,False,1.0,1,5.381961451933885,5.113444312196686,5.967207439109057,11.39049489726533,5.381961444085586,5.113444312196705,5.967306873052879,11.39049489726533
inf,4,15,False,False,False,1.0,1,5.833386587048755,2.178249008533559,5.684415097546203,3.77046936345939,5.833386597293501,2.178248993491189,5.684387342516179,3.7704693094631043
inf,4,15,False,False,False,1.0,1,5.375071274062337,5.867238013845974,11.366430461609951,4.32484057937356,5.375071127879989,5.867238013845974,11.344538239096567,4.3248403496837575
inf,4,15,False,False,False,1.0,1,4.5543119406280335,6.298749678450384,7.940371356088192,0.43144121989705264,4.554311883416563,6.298749438963375,7.940371457233603,0.43144121989705264
inf,4,15,False,False,False,1.0,1,3.1046473435614588,1.5690461916851846,5.806335150312036,1.8978912951562743,3.1046472900289377,1.56904776117118,5.806333548393986,1.8978912752691852
inf,4,15,False,False,False,1.0,1,14.41200177779205,1.3924712921212172,6.531519537894136,2.0853614226029427,14.756467914679883,1.3924712921212172,6.531516257472332,2.0853615306537194
inf,4,15,False,False,False,1.0,1,6.882520676087912,9.126509267308172,5.5839166272329726,2.2733991565004263,7.7363542241847805,9.126509267308172,5.583915982035105,2.2733992098385567
inf,4,15,False,False,False,1.0,1,8.344210729102684,11.448596069266825,7.237642695597529,8.316842584432182,8.344210675824439,11.448597557127757,7.2376406191312785,8.316842633567529
inf,4,15,False,False,False,1.0,1,3.0170866153323943,6.892530236316306,6.692053100396436,5.305626413687557,3.017086416166205,6.89253241063823,6.692049501288272,5.305626413687557
inf,4,15,False,False,False,1.0,1,5.449998812959258,7.820335245298295,9.058088390110754,15.11883823245253,5.449998812959258,7.8203386322253365,9.05808520587061,15.11883735380824
inf,4,15,False,False,False,1.0,1,6.719659577837066,12.515999525880648,7.890816475333551,7.5960961035398595,6.719659650422112,12.515996730058767,7.890816180247013,7.5960961035398595
inf,4,15,False,False,False,1.0,1,0.6258418644736271,10.647032798654047,12.054959858684814,7.196769104043692,0.6258418410771163,10.647032879884474,12.054960174125446,7.19676928585581
inf,4,15,False,False,False,1.0,1,9.242210722643247,7.627224710840959,5.859285778267598,5.296016208215261,9.242210722643247,7.6272247482489846,5.859283665931969,5.296016232502383
inf,4,15,False,False,False,1.0,1,6.649430436463454,2.6795905548135166,3.882210603194422,2.6019090843287866,6.649430526498174,2.6795905548135166,3.882210536931657,2.112145173220328
inf,4,15,False,False,False,1.0,1,6.339753899142965,9.040055794304777,3.750618635080157,2.1686534184366453,6.339753994668211,5.377348821493631,3.750619160871618,1.2205750489700065
inf,4,15,False,False,False,1.0,1,10.90975599888919,15.969995416106944,2.791468072421406,7.197258300099262,10.909755979829638,15.969995611833154,2.7914685221802005,7.197258079970227
inf,4,15,False,False,False,1.0,1,6.535923519561282,4.582796974655067,6.720085000000091,6.336630626059628,6.535923519561282,4.582797009331813,6.720084804555757,6.336630588971058
inf,4,15,False,False,False,1.0,1,6.965859423076588,9.372568241707848,13.787866034089987,25.001255309543343,6.96585937367693,9.372568474175333,13.78786797192712,25.001256192639662
inf,4,15,False,False,False,1.0,1,3.854940387397405,6.764995706924491,14.622745703350926,6.1729469098141125,3.8549404510908527,6.764995508265448,14.622742858599336,6.172946983986221
inf,4,15,False,False,False,1.0,1,1.1239022989553,4.385855549071452,10.301855233790835,8.796872878887598,1.123902305915499,4.385855501863796,10.301854384855691,8.7968725314271
inf,4,15,False,False,False,1.0,1,10.85280414226749,5.575149847201019,1.7372365530209337,7.412397709288031,10.852803857102638,5.575149962297512,1.7372370034460953,7.412397730534504
inf,4,15,False,False,False,1.0,1,7.0241322247145055,4.542459667661389,13.506379130358532,5.122852440147288,7.024132143477803,4.542459945111319,13.50637841617346,5.122852616486572
inf,4,15,False,False,False,1.0,1,19.450712738851973,6.8400089712519225,6.7930266013318334,9.773794409196624,19.45071288452953,6.8400089712519225,6.7930259420784145,9.773794581808694
inf,4,15,False,False,False,1.0,1,7.855229673841245,5.573369355756185,10.253012146932065,4.217172150657677,7.8552297401326765,5.573369507377148,10.253010975274671,4.21717228891412
inf,4,15,False,False,False,1.0,1,3.3934194998340264,19.584825778781006,6.6573633573243605,13.000134313505663,3.393419297522154,19.584825706610467,6.657365582997256,13.000134359214963
inf,4,15,False,False,False,1.0,1,1.6101196095147194,7.901567484533532,2.031108937449229,4.397631792649634,1.610119572769647,7.901567484533532,2.031110169601496,4.068981150176521
inf,4,15,False,False,False,1.0,1,3.894490974521098,10.250587372868393,6.076289116707353,2.6250224021128026,3.894491062385311,10.250587372868393,6.076288506441304,2.6255004790529295
inf,4,15,False,False,False,1.0,1,0.09339975971917933,2.899534108463536,9.647608866491954,5.988229535374496,0.09339975971917933,2.899534108463536,9.647607986927799,6.985269464054025
inf,4,15,False,False,False,1.0,1,8.466267896742186,7.332791892892136,16.059984716259347,14.233265687279227,8.46626758525321,7.332791892892136,16.059985452669157,14.039550798011986
inf,4,15,False,False,False,1.0,1,13.042453248051013,11.526619975802019,9.638078528374933,7.0154475075539775,13.042453066099839,11.526619975802019,9.638076616557612,4.140119527462744
inf,4,15,False,False,False,1.0,1,3.972156133886942,10.59065324312888,11.881058166845673,6.843025129900326,3.9721567358353336,10.59065324312888,11.88105760914024,6.840657348779685
inf,4,15,False,False,False,1.0,1,3.0345541458393885,4.761649546309963,6.688776332856923,4.551636130095856,3.0345540820477384,4.761649546309963,6.688777916586316,4.775908885516985
inf,4,15,False,False,False,1.0,1,8.554996646734384,6.951122230299634,8.80508829344594,6.058501936446494,8.554996665702003,6.951122230299634,8.805088643006014,6.125408277620591
inf,4,15,False,False,False,1.0,1,2.792485247952999,12.479933457859321,12.88925541156666,5.254896197337842,2.792485445505096,12.479933271467168,12.889255837504885,5.254895777272986
inf,4,15,False,False,False,1.0,1,3.9295325824676266,14.67494411212845,2.0386492087679295,12.377750241286998,3.929532814769342,14.674943820656473,2.038649227308897,12.377750473173394
inf,4,15,False,False,False,1.0,1,11.031631356735796,3.130243093595871,3.8976802242149264,10.315215389492678,11.03163129902181,3.130243191877111,3.897680187687726,10.315214807621958
inf,4,15,False,False,False,1.0,2,5.746452488958703,7.7198290169955115,12.961793433933654,3.9985229594067326,5.746452488958703,7.7198290169955115,12.775095495486894,3.9985230798662896
inf,4,15,False,False,False,1.0,2,10.51515455378822,2.7043056759490143,6.553392349875594,5.637357691678911,10.51515455378822,2.7043042491551756,4.142516795229661,5.637357685169501
inf,4,15,False,False,False,1.0,2,3.9335808599737008,6.555039713808905,3.975379623714157,12.326903512244176,3.9335808899057256,6.555039523590274,3.975379539610682,12.32690316809031
inf,4,15,False,False,False,1.0,2,7.795397392319816,4.303191734006384,4.324030926719823,7.940217186660125,7.795397310766793,4.303191737637278,4.324032549916761,7.940217232910863
inf,4,15,False,False,False,1.0,2,8.213721640589807,3.4716446456491004,3.1182039041811183,2.4425415831688366,8.213721619763541,3.4716444247674225,3.1182045290855696,2.4425415831688366
inf,4,15,False,False,False,1.0,2,2.4136307963159687,6.140678266336242,7.536317144185599,12.953572271353709,2.4136308960064934,6.140678266336242,7.536319744223146,12.9535720830178
inf,4,15,False,False,False,1.0,2,6.09191173480624,6.525987769554609,9.12501200009609,2.097248457216914,6.091911568953775,6.525988106172557,9.125009438154676,2.0972484310313133
inf,4,15,False,False,False,1.0,2,10.58172542971262,4.070616939916395,7.272774978711956,4.691551755813469,10.581725682582297,4.070616569196891,7.272775866921991,4.691551821553952
inf,4,15,False,False,False,1.0,2,12.108336393381077,6.281935694359736,14.741669513815218,3.1800308194116864,12.108336231319873,6.281936746165785,14.741668068922857,3.180030819749799
inf,4,15,False,False,False,1.0,2,8.78845178452888,11.951312965127652,3.7397397666230034,2.8930251296119955,8.788451812426464,11.951312934805841,3.7397453588021112,2.8930251307745567
inf,4,15,False,False,False,1.0,2,15.366527580150423,9.762670193235884,2.819785782678956,10.800584142260396,15.366527684787927,9.762670193235838,2.8197883751804067,10.80058419720854
inf,4,15,False,False,False,1.0,2,8.3175390461726,1.6913716588388492,5.4672425706993115,9.598613893299115,8.317538952723227,2.82174823858714,4.8440453806352455,9.598614227475457
inf,4,15,False,False,False,1.0,2,0.9076104946789446,3.838617846757445,4.827148244849918,9.25668319186512,0.9076117054142764,3.838617530392115,4.827145009627578,9.256683794704784
inf,4,15,False,False,False,1.0,2,5.829379389247352,5.879511363678602,8.536030114892993,2.423015233970251,5.829379525096087,5.879510866162954,8.536031690798733,2.4230153674062977
inf,4,15,False,False,False,1.0,2,10.355938721214885,5.902886213500904,6.852992186235101,12.942129934163617,10.355938530850551,5.902886213500904,6.853372923858212,12.942129877447892
inf,4,15,False,False,False,1.0,2,5.635612646583294,3.728162543825179,2.9629836312903697,3.0854726296838635,5.635612669087056,3.7281625706437618,2.962981687143475,3.0854726296838635
inf,4,15,False,False,False,1.0,2,2.1671653008608245,4.498944315322675,11.5405737096682,7.049728269134436,2.1671651486311787,4.498944315322675,11.544048251957419,7.049728083751976
inf,4,15,False,False,False,1.0,2,5.5387761300031855,9.305604432768757,15.279515450958167,1.4672298722593118,5.5387761300031855,9.305604422448598,15.279515450958167,1.4672295758055762
inf,4,15,False,False,False,1.0,2,1.4479134771543785,5.4385971560015385,3.6163104957883676,1.8384392725181578,1.4479136759731592,5.438597272203743,3.6162985290110705,1.8384393397593004
inf,4,15,False,False,False,1.0,2,14.121237763807363,5.711799977189703,5.606544222635123,1.1743636631866436,14.55526312095932,0.3306658206868841,5.606544637454323,1.1743634762499553
inf,4,15,False,False,False,1.0,2,6.3906189366852075,12.96015807091924,5.988856315187951,3.648646768458452,7.448602975250675,12.96015807091924,5.988858816548649,3.648646768458452
inf,4,15,False,False,False,1.0,2,5.527759527741788,9.5880084297881,5.006107369715802,18.01092331726653,5.527759577715189,9.5880084297881,5.006106875934211,18.01092339712561
inf,4,15,False,False,False,1.0,2,6.137189086210768,3.1040961498873902,5.964237383688733,9.598139602078534,6.1371888604258515,3.104096149887402,5.96423943269244,9.598139818149829
inf,4,15,False,False,False,1.0,2,4.0865071294998945,6.406898682764744,12.510753084566012,13.05195794441101,4.0865071294998945,6.406897991253768,12.510747583668957,13.051958605404721
inf,4,15,False,False,False,1.0,2,8.197504451926536,12.00150966189543,3.9717015822108106,9.641501462915288,8.19750441963084,12.001511430793677,3.9717003689413466,9.64150151087316
inf,4,15,False,False,False,1.0,2,2.971689556638799,7.844023378754066,11.788698612768094,7.519185130565996,2.971689584098004,7.844023159031679,11.788700219986412,7.519185144671519
inf,4,15,False,False,False,1.0,2,5.9246644834306625,7.66486202111819,7.906590524907113,6.279446105117846,5.9246644702824875,7.664862338564322,7.9065908693603175,6.2794458280882415
inf,4,15,False,False,False,1.0,2,3.5487556440025823,6.982380060631303,1.1806575244269921,4.5818415279357945,3.5487555147721332,3.1563093051273854,1.1806559226620266,0.6815378696146974
inf,4,15,False,False,False,1.0,2,4.956947583235681,5.30111307528836,2.3348912922637926,2.6020643943138038,4.9569477129604085,5.301112860252851,2.334889122156108,2.6020643730247484
inf,4,15,False,False,False,1.0,2,10.700109457349033,10.975876396752291,3.13963118543875,8.310943491572552,10.87644615532942,19.333853771532898,3.1396314168560444,8.310943345418714
inf,4,15,False,False,False,1.0,2,3.3797118375284603,7.945347992677971,8.391084920233437,7.726861039459355,3.379712177251137,7.945347994046413,8.391086907867654,7.726860997061871
inf,4,15,False,False,False,1.0,2,7.350446848675568,9.365589803970353,15.157046279110649,13.77440377930354,7.350446986299801,9.365590029606487,15.157045208712074,13.77440377930354
inf,4,15,False,False,False,1.0,2,5.0227192131050025,5.43551755431667,11.634301686059919,5.678729435301787,5.02271920555825,5.435516963674922,11.634302075829869,5.678728196282662
inf,4,15,False,False,False,1.0,2,2.2675839464072673,8.384535390611378,10.788140963359421,14.816835414208393,2.26758391545728,8.384535288196446,10.788141539228878,14.816840009712587
inf,4,15,False,False,False,1.0,2,11.202745595200991,14.467112881364054,1.2521358135938383,7.100652928535277,11.202745628235764,14.467112964298932,1.2521360993315267,7.100653154295285
inf,4,15,False,False,False,1.0,2,8.793142381807584,4.938058317651795,11.887493172399248,5.419882488558322,8.79314241510465,4.938058876949294,11.887492167823405,5.419882748174279
inf,4,15,False,False,False,1.0,2,19.588872390122347,8.403387142554287,7.5773615870909765,8.82046387639067,19.58887242733659,8.403386985239099,7.577362141181523,8.82046370903595
inf,4,15,False,False,False,1.0,2,5.266404685007346,5.8860770668882765,6.741272121359779,2.7656279978284095,5.266404685007346,5.886077115890207,6.741272463634085,2.765627690498952
inf,4,15,False,False,False,1.0,2,3.745319889228489,18.2320038220517,6.275480594390605,13.00462165171114,3.7453198844789375,18.2320038220517,6.27548021234661,13.004622306096683
inf,4,15,False,False,False,1.0,2,1.7063656638901068,3.320902438140251,5.242491186016065,4.448867762489934,1.7063656801920284,3.320902568784663,5.2424910241074825,4.448868045657501
inf,4,15,False,False,False,1.0,2,2.295358131849843,12.39069177676659,7.8164590108178,4.2029340465652245,2.2953581569338266,12.39069177676659,7.816459170852587,3.9223527138924728
inf,4,15,False,False,False,1.0,2,2.175698043137174,1.3944906946351001,13.938853448932813,6.0325783415156815,2.1756979769033733,1.3727517875974549,13.93885333249534,7.058875858144079
inf,4,15,False,False,False,1.0,2,15.180364957695291,3.1044387537782723,14.693271689934795,13.008854842109072,15.180365059183304,3.1044387537782723,14.69327123354571,12.837566584505035
inf,4,15,False,False,False,1.0,2,11.749774020974373,10.903596428757998,6.753782757356655,3.6647177448034736,11.74977403085053,10.903596428757998,6.753782882592297,1.2407346991462667
inf,4,15,False,False,False,1.0,2,5.2055896720179495,11.094866272063967,12.801766021582093,8.393308628679513,5.20558944128088,11.094866272063967,12.801766947475285,8.384930380618295
inf,4,15,False,False,False,1.0,2,6.194574612918539,2.9324714401555787,6.686469571488653,5.760338491121977,6.1945746488353155,2.9324714401555787,6.686470214851085,5.723154807081064
inf,4,15,False,False,False,1.0,2,7.890281085082875,2.1388714720459916,7.2967286588584725,6.436144594180917,7.890281085082875,2.1388714720459916,7.296729093885193,6.483233158687296
inf,4,15,False,False,False,1.0,2,4.686890673922486,11.237123464519472,12.985470245885127,1.7850269298882244,4.686890084925812,11.2371235732876,12.985470035326552,1.7850264878935305
inf,4,15,False,False,False,1.0,2,7.712147643518567,16.450476510536088,5.004243905620231,12.17619659874259,7.712147287430388,16.450476619936676,5.004242911442245,12.1761966039373
inf,4,15,False,False,False,1.0,2,12.943206496767974,1.6609650550406947,3.9787895935225963,8.18708316418934,12.943206726261717,1.6609649661478427,3.9787897590117223,8.187082337227217
inf,4,15,False,False,False,1.0,3,4.704975542698638,6.023671085730319,12.956364959026258,2.170565935763087,4.704975568652318,6.02367103989739,14.514023288782687,2.170565972542788
inf,4,15,False,False,False,1.0,3,15.343295273765674,2.9616540581822917,6.9119275610264985,2.9795529569012835,14.652886818535277,2.961653993333327,5.58664415795291,2.9795529569012835
inf,4,15,False,False,False,1.0,3,5.7956256512765,7.054210882518026,3.3885939566611714,18.113963451620904,5.795625669984595,7.054210653318432,3.388595383401,18.1139635081968
inf,4,15,False,False,False,1.0,3,15.580641764850098,3.9509963397221393,9.552834773244511,8.17705250803268,15.580641786924234,3.950996321487328,9.55283829395443,8.177052509078717
inf,4,15,False,False,False,1.0,3,4.928624438499271,4.167117084602299,3.1798829566664697,5.644810740845542,4.928623435933788,4.167117081900783,3.1798831626939377,5.644810629488466
inf,4,15,False,False,False,1.0,3,8.785895072671806,6.942859907411195,11.460407382374918,13.953830947291303,8.785895033673812,6.9428600033144665,11.460407058159898,13.953830954605282
inf,4,15,False,False,False,1.0,3,8.990405423477766,6.298822725993177,10.409941878969073,2.0938479365313545,8.990405423477766,6.298823139194229,10.409943405299346,2.0938476614767647
inf,4,15,False,False,False,1.0,3,5.815409298905363,3.30477016086385,10.664199249450693,4.241962345536621,5.81540930887763,3.3047704118855723,10.664199852418696,4.241962236842591
inf,4,15,False,False,False,1.0,3,14.850001342129284,9.052316812074311,15.040785544501428,10.45407393579343,14.850001432114809,9.05231718502351,15.040790684312524,10.45407393579343
inf,4,15,False,False,False,1.0,3,8.753318816531879,11.757695984420286,1.0384887118369992,0.37975088748367314,8.753318820583637,9.617852193209098,1.8372593798628358,0.37975090345304624
inf,4,15,False,False,False,1.0,3,18.413009317192945,14.786257330142051,2.4868524760133526,4.102244487906389,18.413009102503814,14.786257331990704,2.48684958272791,4.102244379419164
inf,4,15,False,False,False,1.0,3,3.263480647270327,1.9306563246873145,5.53434700470155,12.271835887161274,3.263480647270327,2.211373432193617,5.518089921127749,12.271835823542984
inf,4,15,False,False,False,1.0,3,4.540659903963395,6.0317154082122535,9.490427639992625,8.038357364450654,4.5406598034196275,6.031716077665495,9.490427760321168,8.038357217628574
inf,4,15,False,False,False,1.0,3,0.609971251187799,10.632960883940155,14.73643076073545,4.472450892711387,0.609971372390675,10.632960828315493,14.736404519916691,4.472450625791502
inf,4,15,False,False,False,1.0,3,7.7623460506712165,2.929427034156342,14.714736913078418,14.759735415217701,7.762346030541416,2.9294269343532604,14.714722287447353,14.759735327779378
inf,4,15,False,False,False,1.0,3,8.382400651947352,3.464416382325094,2.653526615398686,2.808616978447621,8.38240126618908,3.464416820061744,2.653526615398686,2.808617255818948
inf,4,15,False,False,False,1.0,3,5.263839444257694,4.796155672083924,11.075184843364033,6.506188586495462,5.263839444257694,4.796157177199552,11.075197346188084,6.506188587508443
inf,4,15,False,False,False,1.0,3,5.199583985581382,10.803754451240216,7.946024361201653,2.6503915053317524,5.199584060152465,10.80375430434627,7.946022737538613,2.6503917053309354
inf,4,15,False,False,False,1.0,3,2.995878347250319,8.299288513112023,8.932983133669932,12.098097895537432,2.9958785895623463,8.299287741910954,8.932982801760163,12.09809779123543
inf,4,15,False,False,False,1.0,3,10.948639237564409,8.171424688433227,7.951749490421124,5.828170431452874,11.762309307496741,3.7545497702668538,7.951747785240855,5.828170367050488
inf,4,15,False,False,False,1.0,3,7.8479903645627855,1.3202981313556803,0.7322619638964704,4.693329731957604,8.726715739347178,1.3202981313556779,0.7322620001980932,4.693329749282938
inf,4,15,False,False,False,1.0,3,4.981677687068379,7.6342745738682405,13.521771881198891,9.86061682948837,4.981677687068379,7.6342745738682405,13.521773247884688,9.86061689261873
inf,4,15,False,False,False,1.0,3,3.4408420996510327,5.760421977085482,11.528336647854653,3.9693730758374803,3.4408420996510327,5.760422056429628,11.528331294273464,3.9693731018705845
inf,4,15,False,False,False,1.0,3,8.022937313581156,9.00535169280523,10.283758996005558,13.529197284684628,8.022936761679961,9.005350583774941,10.283756429683713,13.529197229399022
inf,4,15,False,False,False,1.0,3,9.880445702412427,10.892605564362896,8.495909542531459,6.988523373476927,9.880445971157673,10.892606895807475,8.49591305510871,6.9885262920930185
inf,4,15,False,False,False,1.0,3,3.7859303302673006,14.830540036784841,11.671243391458374,9.056604631366904,3.785932141593086,14.830540248466578,11.671245157790961,9.056604539232845
inf,4,15,False,False,False,1.0,3,5.5609396523959,7.038097943287492,5.356789699100967,16.80777527810428,5.560939544365176,7.939336355372516,5.356789098823335,11.59372729790775
inf,4,15,False,False,False,1.0,3,5.206836379065681,5.846151855345463,2.7166519372369464,2.148586737125627,5.206836312862048,5.846151855345463,2.716652098592889,3.404484517590363
inf,4,15,False,False,False,1.0,3,9.279281226582741,13.609124065013072,3.8823949218719283,1.368439035614057,9.27928143673821,10.835474494725892,3.8823971443435217,0.26147524407016537
inf,4,15,False,False,False,1.0,3,9.341038235819676,11.838683292902045,6.437070524692675,11.607991315091594,9.341038364767337,11.838683323166137,6.437070535034876,11.143212158718182
inf,4,15,False,False,False,1.0,3,2.6272892147358613,4.976769098263376,7.759389881007643,2.855492411538748,6.240215008426037,4.976768793802999,7.759390833533368,2.855492599371617
inf,4,15,False,False,False,1.0,3,11.572776555907431,9.104853192584788,12.748158044227793,22.601152325489416,11.572776238132043,9.104853254804254,12.748162485931143,22.60115189050752
inf,4,15,False,False,False,1.0,3,6.921853635910507,8.548924966416065,17.463221883672485,15.055017569157393,6.921853221950355,8.548924640332501,17.46322009193733,15.055017501506697
inf,4,15,False,False,False,1.0,3,2.172401614273401,2.1177071695232716,13.25937529126539,9.505453129967236,2.1724016098729257,2.1177077941484024,13.259373537281753,9.50545313680683
inf,4,15,False,False,False,1.0,3,10.612676845434699,7.416720111228406,0.6527483168727354,9.61464747145385,10.612676638298968,7.416720126577679,0.6527483482329786,9.614647250211034
inf,4,15,False,False,False,1.0,3,2.9635239464527676,5.352923361329272,12.373996036911457,3.3034869190805107,2.9635239518790075,5.352923501268032,12.37399640783783,3.3034872055035756
inf,4,15,False,False,False,1.0,3,15.459989145172171,9.915097301288782,7.793226730582542,9.590753012668637,15.459988978993577,9.915097396332893,7.793226662100965,9.5907531270136
inf,4,15,False,False,False,1.0,3,11.599947325227111,6.322528323172403,12.84461930676933,1.4371500655418048,11.599947206223971,6.322528318343937,12.844619523069968,1.4371499953000149
inf,4,15,False,False,False,1.0,3,0.7858370914106498,18.465778391960114,6.8247546216308494,21.146794642576246,0.7858367891708098,18.4657782360307,6.824756610800485,21.146794764957836
inf,4,15,False,False,False,1.0,3,2.4707272173681005,7.848001106033157,1.4914735442984577,5.1069661908371256,2.4707272551920147,7.848001151517553,1.4914734614693381,4.657102845612997
inf,4,15,False,False,False,1.0,3,3.9486369742544833,11.687712203080379,4.501570923317269,5.050841595175408,3.94863698543673,11.687712203080379,4.501570552331922,4.618875783110774
inf,4,15,False,False,False,1.0,3,3.1998995358549256,7.957561255120843,10.661260016793722,7.729467702786164,3.1998996564152766,5.74946998907271,10.66125992557257,8.694700048539588
inf,4,15,False,False,False,1.0,3,7.30303540387076,1.4764634665727252,13.747568033532968,18.30322108524581,7.303035096030463,1.4764633241177656,13.74756697438054,18.108455012397734
inf,4,15,False,False,False,1.0,3,13.702519917140647,17.32984039718117,6.978610963280955,5.710620575524633,13.702520160583585,17.32984061276156,6.978610973817741,2.64968307941403
inf,4,15,False,False,False,1.0,3,5.525638364443912,9.567449956556286,10.332929184542351,19.364414885564816,5.525637404006624,9.567450748048344,10.332928307103588,19.367123837667616
inf,4,15,False,False,False,1.0,3,4.722095631517494,3.502474140850698,7.2048831195295255,4.84830242573632,4.722095679030726,3.502474341379856,7.204883193495494,4.848303022937099
inf,4,15,False,False,False,1.0,3,8.564752496298548,7.550068618768532,9.433221718162763,4.387901861360672,8.564752555548615,7.550068901268277,9.43322175496555,4.567570270657379
