method_thresh,num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,loc_error_0,loc_error_1,loc_error_2,loc_error_3,best_loc_error_0,best_loc_error_1,best_loc_error_2,best_loc_error_3
inf,3,0,False,False,False,1.0,2.2737367544323206e-13,0.0,1.776568466211241e-10,,1.016845989170083e-12,3.2155493553843715e-13,1.486930399179813e-10,
inf,3,0,False,False,False,1.0,0.0,9.094947017729282e-13,5.360813597918096e-10,,0.0,5.084229945850415e-13,3.008881689227862e-10,
inf,3,0,False,False,False,1.0,0.0,4.132012201213512e-12,2.2737367544323206e-13,,0.0,2.183852838277124e-12,1.1368683772161603e-13,
inf,3,0,False,False,False,1.0,1.016845989170083e-12,1.3211662800183782e-11,4.547473508864641e-13,,4.547473508864641e-13,1.844566752377881e-11,6.821210263296962e-13,
inf,3,0,False,False,False,1.0,4.547473508864641e-13,2.914022301860381e-11,1.016845989170083e-12,,4.547473508864641e-13,2.5207989437927215e-11,9.374856803373542e-13,
inf,3,0,False,False,False,1.0,0.0,1.0906947179765588e-10,6.821210263296962e-13,,6.821210263296962e-13,6.139562913850573e-11,4.547473508864641e-13,
inf,3,0,False,False,False,1.0,2.2737367544323206e-13,6.56268533476904e-11,0.0,,2.2737367544323206e-13,1.9781575100716344e-10,2.2737367544323206e-13,
inf,3,0,False,False,False,1.0,1.2085076619694803e-12,6.314179351010548e-10,2.2737367544323206e-13,,1.0725194820289065e-12,6.314179351010548e-10,6.821210263296962e-13,
inf,3,0,False,False,False,1.0,1.5463081705019526e-12,4.547473508864641e-13,0.0,,1.2862197421537486e-12,1.5348513027186736e-09,0.0,
inf,3,0,False,False,False,1.0,1.1368683772161603e-13,4.547473508864641e-13,2.2737367544323206e-13,,1.368970808788651e-12,1.1368683772161603e-13,1.016845989170083e-12,
inf,3,0,False,False,False,1.0,2.4170153239389606e-12,5.684341886080802e-14,0.0,,4.637531231849411e-12,1.1368683772161603e-13,2.2737367544323206e-13,
inf,3,0,False,False,False,1.0,4.022650958394054e-12,4.687428401686771e-13,2.2737367544323206e-13,,3.0926163410039053e-12,4.582862941503293e-13,0.0,
inf,3,0,False,False,False,1.0,1.974357778280356e-11,1.7053025658242404e-13,2.2737367544323206e-13,,1.8331451766013172e-12,1.1368683772161603e-13,0.0,
inf,3,0,False,False,False,1.0,3.077534404963195e-11,0.0,9.094947017729282e-13,,1.6931325436536522e-11,0.0,6.821210263296962e-13,
inf,3,0,False,False,False,1.0,9.560515555507953e-11,4.582862941503293e-13,2.2737367544323206e-13,,6.782637153424874e-11,5.084229945850415e-13,6.821210263296962e-13,
inf,3,0,False,False,False,1.0,2.2091997107387218e-10,8.526512829121202e-14,2.2737367544323206e-13,,1.4669677481416093e-10,8.526512829121202e-14,4.547473508864641e-13,
inf,3,0,False,False,False,1.0,2.89887280718652e-10,1.4210854715202004e-13,4.547473508864641e-13,,4.1938062058790944e-10,1.7053025658242404e-13,9.374856803373542e-13,
inf,3,0,False,False,False,1.0,6.66496472110461e-10,4.547473508864641e-13,1.3642420526593924e-12,,6.243707624183081e-10,2.842170943040401e-14,9.094947017729282e-13,
inf,3,0,False,False,False,1.0,3.410605131648481e-13,5.288653160826128e-13,9.094947017729282e-13,,9.374856803373542e-13,3.410605131648481e-13,2.2737367544323206e-13,
inf,3,0,False,False,False,1.0,1.1368683772161603e-13,7.105427357601002e-15,6.821210263296962e-13,,1.1368683772161603e-13,4.567413805031093e-13,6.821210263296962e-13,
inf,3,0,False,False,False,1.0,0.0,4.608268174547749e-13,1.1368683772161603e-12,,2.8421709430404007e-13,4.633397912876327e-13,9.094947017729282e-13,
inf,3,0,False,False,False,1.0,1.7053025658242404e-13,2.8421709430404007e-13,8.957483989248525e-12,,1.1368683772161603e-13,2.2737367544323206e-13,8.687935939880299e-12,
inf,3,0,False,False,False,1.0,2.8421709430404007e-13,2.4158453015843406e-13,3.376173698283416e-11,,9.094947017729282e-13,4.547473508864641e-13,3.3866467458137076e-11,
inf,3,0,False,False,False,1.0,3.410605131648481e-13,1.4210854715202004e-13,8.851847293755603e-11,,3.979039320256561e-13,8.526512829121202e-14,9.4936882470229e-11,
inf,3,0,False,False,False,1.0,2.2737367544323206e-13,2.842170943040401e-14,1.8572421285941567e-10,,9.927276321703277e-13,2.8421709430404007e-13,1.8287177197398825e-10,
inf,3,0,False,False,False,1.0,8.526512829121202e-14,4.687428401686771e-13,3.1272147414079006e-10,,9.165725883006586e-13,1.1368683772161603e-13,3.305372810824896e-10,
inf,3,0,False,False,False,1.0,5.684341886080802e-14,5.084229945850415e-13,4.689823892690369e-10,,5.684341886080802e-14,4.547473508864641e-13,4.4008978112891705e-10,
inf,3,0,False,False,False,1.0,1.4210854715202004e-13,5.084229945850415e-13,6.399066424892246e-10,,1.4210854715202004e-13,4.582862941503293e-13,6.458219348591088e-10,
inf,3,0,False,False,False,1.0,4.689582056016661e-13,3.410605131648481e-13,8.32722864258921e-10,,6.679101716144942e-13,5.684341886080802e-14,8.316711175027458e-10,
inf,3,0,False,False,False,1.0,9.205299841540662e-13,4.582862941503293e-13,1.0226423955197508e-09,,9.447813987773464e-13,4.547473508864641e-13,9.919423050789308e-10,
inf,2,0,False,False,False,1.0,8.810729923425242e-13,0.0,,,2.7483311726990733e-12,1.1368683772161603e-13,,
inf,2,0,False,False,False,1.0,1.7013272062466777e-11,2.2737367544323206e-13,,,1.0383746172716457e-11,0.0,,
inf,2,0,False,False,False,1.0,2.7914474193786816e-12,5.084229945850415e-13,,,1.6633378991627446e-12,6.431098710768743e-13,,
inf,2,0,False,False,False,1.0,1.3270229749115006e-12,4.547473508864641e-13,,,2.2236241641245045e-12,4.547473508864641e-13,,
inf,2,0,False,False,False,1.0,2.9558577807620168e-12,1.1368683772161603e-13,,,2.1316282072803006e-12,5.084229945850415e-13,,
inf,2,0,False,False,False,1.0,2.1316282072803006e-12,4.547473508864641e-13,,,3.446535129945084e-12,0.0,,
inf,2,0,False,False,False,1.0,8.526512829121202e-13,4.687428401686771e-13,,,5.684341886080801e-13,2.2737367544323206e-13,,
